age,income_band,region,tenure_months,prior_purchases,web_visits_30d,prior_campaign_response,credit_score_band,premium_support_calls_30d,welcome_email_click,first_month_usage_minutes,signup_30d
53.7,1,West,14.8,0,3,0,3,4,1,31.7,1
41.8,1,West,9.7,2,7,0,3,0,0,0.0,0
34.8,2,South,7.2,1,3,0,2,0,0,0.0,0
23.3,1,North,23.5,2,1,0,2,0,0,0.0,0
51.8,4,West,11.5,1,5,0,2,0,0,0.0,0
47.1,1,Midwest,5.4,1,9,0,1,0,0,0.0,0
30.4,2,North,34.1,1,2,0,2,0,0,0.0,0
35.5,2,West,30.9,3,4,1,2,2,1,227.2,1
36.4,3,Midwest,52.3,2,5,0,1,0,0,0.0,0
24.2,2,Midwest,19.4,2,6,0,2,0,0,0.0,0
32.2,4,South,7.9,0,3,0,2,0,0,0.0,0
28.4,2,North,47.8,3,7,0,2,0,0,0.0,0
37.1,3,North,7.9,3,5,1,1,0,0,0.0,0
33.1,3,South,25.6,1,6,0,2,0,0,0.0,0
22.5,1,West,5.1,2,2,0,2,0,0,0.0,0
66.3,3,West,23.8,1,5,0,1,0,0,0.0,0
57.0,2,Midwest,44.1,0,5,0,2,0,0,0.0,0
32.7,4,Midwest,18.6,5,6,0,3,0,0,0.0,0
45.3,4,Midwest,15.3,2,5,0,2,0,0,0.0,0
47.0,1,Midwest,120.0,1,2,0,1,0,0,0.0,0
56.3,1,South,1.0,0,3,0,3,0,0,0.0,0
32.2,2,West,9.7,1,1,0,3,0,0,0.0,0
55.1,4,Midwest,60.2,0,7,0,1,0,0,0.0,0
35.4,1,North,24.7,0,5,0,1,0,0,0.0,0
26.0,3,Midwest,18.7,1,7,0,3,0,0,0.0,0
50.7,3,Midwest,24.4,0,3,0,2,0,0,0.0,0
57.5,3,West,9.3,3,5,0,2,0,0,0.0,0
73.1,1,Midwest,1.8,3,7,1,1,0,0,0.0,0
27.6,1,South,7.7,2,7,0,3,0,0,0.0,0
50.4,2,West,9.8,3,4,0,3,0,0,0.0,0
37.1,1,West,15.7,1,8,1,3,1,1,77.5,1
51.4,1,Midwest,12.0,1,6,0,1,0,0,0.0,0
24.4,1,South,17.7,2,5,0,2,1,0,103.8,1
26.8,2,West,5.2,1,6,0,1,0,0,0.0,0
32.7,2,North,4.9,4,4,0,3,0,0,0.0,0
42.9,2,Midwest,10.4,0,3,0,1,0,0,0.0,0
34.3,2,West,15.4,2,12,0,2,0,0,0.0,0
49.9,1,Midwest,10.0,2,8,0,2,0,0,0.0,0
54.3,2,North,20.6,2,6,0,2,0,0,0.0,0
49.2,1,Midwest,8.9,1,5,0,2,0,0,0.0,0
61.4,3,Midwest,4.7,1,8,0,1,0,0,0.0,0
47.0,1,South,47.7,2,7,0,2,0,0,99.6,1
27.4,4,South,5.4,0,5,0,1,0,0,0.0,0
58.4,1,North,81.6,0,4,0,3,0,0,0.0,0
34.7,4,South,105.0,0,6,0,3,0,0,0.0,0
52.9,3,West,28.6,0,7,1,1,1,1,146.8,1
60.9,3,South,16.7,1,1,0,3,0,0,0.0,0
47.5,4,West,38.1,0,2,0,2,0,0,0.0,0
24.0,1,North,49.6,1,8,0,2,2,1,56.1,1
31.0,1,North,29.7,1,1,0,3,0,0,0.0,0
57.9,2,Midwest,2.6,0,4,0,3,1,0,54.7,1
40.0,1,West,1.0,0,10,0,1,2,1,65.9,1
43.0,2,Midwest,5.1,2,5,0,2,0,0,0.0,0
51.1,2,Midwest,5.0,0,7,0,1,0,0,0.0,0
50.4,1,Midwest,4.8,1,2,0,2,0,0,0.0,0
45.3,2,West,17.1,1,7,0,1,0,0,0.0,0
39.5,1,South,17.6,3,4,1,3,0,0,0.0,0
38.2,3,West,30.8,3,2,0,1,0,0,0.0,0
52.3,4,South,5.4,0,3,1,2,0,0,0.0,0
48.6,2,West,2.3,1,6,0,2,0,0,0.0,0
38.9,2,North,26.3,1,6,0,3,0,0,0.0,0
55.0,2,North,15.9,0,7,0,2,0,0,31.2,1
40.5,3,South,26.3,1,4,0,2,0,0,0.0,0
31.8,1,Midwest,11.5,3,13,0,2,0,0,0.0,0
32.9,4,Midwest,33.3,3,6,0,2,2,0,22.7,1
30.3,2,Midwest,27.5,0,5,0,2,0,0,0.0,0
38.7,2,Midwest,25.2,2,7,0,3,0,0,0.0,0
56.8,4,West,1.0,0,3,1,1,0,0,0.0,0
32.3,4,North,46.9,2,2,0,1,1,1,43.3,1
44.3,3,West,11.3,1,3,1,1,4,1,64.4,1
34.1,1,West,3.5,1,2,0,2,0,0,0.0,0
38.9,3,West,33.8,0,5,0,1,0,0,0.0,0
23.9,2,South,16.0,1,3,0,2,0,0,0.0,0
39.4,2,North,1.0,0,2,1,3,0,0,0.0,0
39.7,1,South,36.5,0,5,0,2,0,0,0.0,0
48.5,2,Midwest,13.7,0,4,0,2,0,0,0.0,0
44.7,3,North,33.7,0,6,0,3,0,0,0.0,0
27.6,2,South,33.8,1,7,0,2,0,0,0.0,0
55.0,4,South,2.5,3,4,0,1,0,0,0.0,0
44.5,1,West,22.8,2,7,0,2,0,0,0.0,0
44.4,1,South,10.7,1,9,0,2,0,0,0.0,0
41.9,3,South,19.0,3,1,0,2,0,0,0.0,0
35.8,3,Midwest,2.2,1,2,0,2,0,0,0.0,0
44.6,4,Midwest,21.3,4,2,0,2,2,0,92.8,1
47.7,3,South,36.1,2,8,1,1,0,0,0.0,0
21.0,1,South,103.9,1,2,0,3,3,0,95.1,1
35.5,4,South,9.3,0,6,0,3,0,0,0.0,0
38.9,4,West,4.0,1,4,0,2,0,0,0.0,0
45.1,1,West,10.9,2,7,0,1,0,0,0.0,0
56.3,2,West,1.0,1,8,0,3,0,0,0.0,0
32.7,2,Midwest,12.6,1,4,1,2,2,1,144.0,1
36.0,2,North,59.0,1,6,0,2,0,0,0.0,0
35.8,4,West,5.2,0,4,0,1,0,0,0.0,0
32.4,1,West,15.6,0,6,0,1,0,0,0.0,0
37.8,3,South,20.4,1,0,0,3,0,0,0.0,0
51.2,1,West,4.8,1,5,0,2,0,1,103.3,1
29.4,2,North,9.6,1,5,1,2,0,0,0.0,0
47.1,3,Midwest,58.2,2,7,1,1,0,0,0.0,0
21.6,1,West,8.4,5,6,0,3,0,0,0.0,0
35.3,2,Midwest,24.2,5,8,0,1,0,0,0.0,0
38.0,4,West,3.5,2,5,0,1,0,0,0.0,0
62.1,3,Midwest,26.6,1,4,0,2,0,0,0.0,0
38.7,2,Midwest,7.9,2,5,0,3,0,0,0.0,0
18.0,1,West,6.3,4,4,0,3,0,0,0.0,0
18.0,2,West,3.2,3,7,0,2,0,0,0.0,0
42.4,3,Midwest,1.2,2,3,0,2,0,0,0.0,0
49.4,3,North,82.5,2,4,0,3,4,1,112.8,1
46.5,1,North,12.8,2,8,0,1,0,0,0.0,0
44.0,3,North,36.1,3,4,0,3,0,0,0.0,0
55.9,1,North,60.6,0,6,0,2,0,0,0.0,0
35.5,1,West,5.5,1,3,0,1,0,0,0.0,0
52.7,2,South,48.9,0,5,0,3,0,0,0.0,0
22.4,1,Midwest,29.5,3,7,0,2,0,0,0.0,0
31.1,1,North,20.7,0,4,1,1,0,0,0.0,0
20.3,3,North,39.7,1,4,0,1,0,0,0.0,0
38.7,2,South,2.8,2,7,0,2,0,0,0.0,0
41.4,3,South,7.3,1,9,0,1,0,0,0.0,0
43.4,3,West,3.4,0,4,0,1,0,0,0.0,0
42.7,3,Midwest,54.3,2,7,0,3,0,0,56.2,1
30.9,2,Midwest,2.5,2,9,0,2,0,0,0.0,0
39.7,2,South,93.8,1,8,0,2,0,0,0.0,0
24.0,3,South,2.8,1,7,0,3,2,1,52.5,1
58.4,1,South,26.0,2,3,1,2,0,0,0.0,0
38.4,3,West,25.9,2,4,0,2,0,0,0.0,0
36.1,2,Midwest,64.3,1,4,0,2,0,0,0.0,0
61.1,1,South,9.4,1,1,0,3,0,0,0.0,0
27.1,3,North,9.7,4,3,0,2,0,0,0.0,0
28.5,4,Midwest,44.9,1,4,0,1,0,0,0.0,0
28.8,1,Midwest,92.2,0,6,0,1,0,0,0.0,0
41.2,1,North,1.0,0,7,0,2,1,1,61.9,1
47.2,3,North,24.2,0,8,1,1,1,1,59.5,1
50.9,1,Midwest,6.7,0,3,0,1,0,0,0.0,0
72.9,1,Midwest,31.2,1,4,0,1,0,0,0.0,0
18.0,2,South,35.6,0,4,0,2,0,0,0.0,0
49.3,2,West,34.5,0,4,0,1,0,0,0.0,0
35.3,2,West,13.7,2,6,0,1,4,0,125.1,1
35.0,2,South,4.1,2,5,0,2,0,0,0.0,0
34.6,4,North,21.1,4,3,0,2,0,0,0.0,0
31.1,3,North,37.3,3,1,0,2,0,0,0.0,0
62.2,4,North,58.4,0,6,0,1,0,0,0.0,0
52.1,2,North,14.5,2,3,0,2,0,0,0.0,0
42.3,1,South,6.8,0,6,0,1,0,0,0.0,0
58.2,4,Midwest,3.0,2,4,0,1,0,0,0.0,0
23.8,1,South,38.3,0,8,1,2,0,0,0.0,0
26.0,3,North,18.4,1,7,0,2,0,0,0.0,0
18.0,1,South,26.9,0,10,0,2,0,0,0.0,0
33.6,3,West,4.2,1,4,0,2,0,0,0.0,0
43.9,4,West,1.0,1,6,0,1,0,0,0.0,0
43.2,2,North,82.3,1,5,0,3,0,0,0.0,0
43.8,1,South,40.0,3,5,0,2,0,0,0.0,0
25.1,1,West,12.3,3,4,0,2,0,0,0.0,0
51.6,2,Midwest,14.7,1,0,0,2,5,1,208.7,1
44.9,1,North,63.5,1,5,1,2,0,0,0.0,0
50.8,3,South,5.6,0,7,0,2,0,0,0.0,0
19.3,2,North,39.0,1,3,0,3,0,0,0.0,0
45.7,2,West,1.0,1,6,0,1,1,1,53.5,1
27.7,2,Midwest,50.0,0,5,0,2,0,0,0.0,0
37.2,2,West,21.4,2,5,0,2,0,0,0.0,0
48.4,1,North,15.6,0,3,1,2,0,0,0.0,0
43.1,3,Midwest,29.4,1,4,0,1,0,0,0.0,0
31.8,4,South,1.7,1,5,0,2,0,0,0.0,0
42.1,2,West,5.2,2,6,0,2,0,0,0.0,0
23.6,1,Midwest,12.5,0,7,0,3,0,0,0.0,0
55.8,3,North,23.1,1,7,0,3,0,0,0.0,0
39.5,1,South,3.7,3,11,0,2,0,0,0.0,0
55.4,1,North,11.5,2,6,0,2,0,0,0.0,0
35.7,3,North,7.3,0,3,0,3,0,0,0.0,0
35.7,1,South,24.9,1,2,0,1,1,1,215.0,1
32.8,1,Midwest,60.4,0,4,0,1,0,0,0.0,0
52.5,4,Midwest,4.4,1,5,0,3,0,0,0.0,0
33.5,2,South,5.0,1,4,0,2,0,0,0.0,0
49.7,4,South,22.0,2,1,0,3,0,0,0.0,0
37.4,1,North,14.5,2,4,0,2,0,0,0.0,0
18.3,3,North,30.4,0,4,0,1,0,0,0.0,0
35.2,2,West,8.1,1,7,0,2,0,0,0.0,0
27.9,1,South,18.9,3,3,0,1,0,0,0.0,0
42.4,3,West,11.7,0,7,0,2,0,0,0.0,0
27.7,4,South,7.9,1,7,0,1,0,0,0.0,0
53.1,1,West,31.4,1,9,0,3,2,1,71.7,1
40.9,3,North,38.1,1,7,0,2,0,0,0.0,0
39.9,2,North,9.6,0,7,1,2,3,1,62.1,1
49.9,3,Midwest,23.4,2,6,0,2,0,0,0.0,0
53.6,3,West,4.7,4,5,0,3,0,0,0.0,0
41.8,1,South,37.6,1,3,0,1,0,0,0.0,0
32.7,1,West,7.9,1,3,0,1,0,0,0.0,0
20.7,2,North,4.5,0,7,0,1,0,0,0.0,0
33.8,4,Midwest,67.5,1,7,0,1,3,1,57.2,1
34.6,2,West,13.2,1,4,0,3,0,0,0.0,0
43.3,3,North,24.8,2,5,0,2,0,0,0.0,0
37.9,1,South,39.8,3,3,0,2,0,0,0.0,0
50.3,3,Midwest,27.8,3,2,0,3,0,1,89.4,1
34.6,3,North,20.0,0,6,0,2,0,0,0.0,0
41.3,3,South,11.2,1,4,0,2,0,0,0.0,0
56.2,4,West,60.2,2,9,0,1,0,0,0.0,0
46.1,1,South,3.4,1,5,0,2,0,0,0.0,0
41.3,2,South,51.7,1,5,0,1,0,0,0.0,0
34.8,4,South,29.7,1,5,0,2,0,0,0.0,0
34.4,1,Midwest,20.3,2,3,0,3,0,0,0.0,0
31.8,3,North,9.4,3,3,0,2,0,0,0.0,0
35.5,3,North,3.8,0,4,0,2,0,0,0.0,0
51.1,3,South,14.1,0,7,0,2,0,0,0.0,0
39.3,1,West,36.8,2,7,0,1,0,0,0.0,0
25.8,1,West,32.8,1,5,0,1,0,0,0.0,0
63.2,3,North,24.9,2,3,0,2,0,0,0.0,0
45.8,1,West,117.4,2,11,0,3,0,0,0.0,0
25.1,3,South,86.4,1,4,0,2,0,0,0.0,0
36.7,2,North,12.3,2,3,0,3,2,1,52.2,1
43.3,2,North,5.1,0,8,0,1,0,0,0.0,0
62.5,2,West,15.0,2,3,1,2,0,0,0.0,0
28.7,4,North,44.7,1,3,0,1,0,0,0.0,0
53.7,2,Midwest,14.7,1,3,1,2,0,0,0.0,0
58.8,2,South,9.8,3,5,0,2,0,0,0.0,0
34.5,4,Midwest,32.4,3,6,0,2,0,0,0.0,0
38.7,3,North,25.2,1,0,0,1,0,0,0.0,0
29.6,4,West,83.1,5,4,0,2,0,0,0.0,0
39.6,1,Midwest,19.1,3,5,0,2,0,0,0.0,0
41.6,3,Midwest,82.2,1,6,0,2,0,0,0.0,0
49.9,2,Midwest,8.3,0,6,0,2,0,0,0.0,0
55.1,3,West,48.0,1,8,0,3,0,0,0.0,0
33.0,4,West,10.4,2,8,0,2,2,1,144.0,1
18.4,2,North,39.8,1,5,0,1,0,0,0.0,0
41.7,2,West,62.5,2,5,0,2,0,0,0.0,0
45.5,3,Midwest,23.4,2,7,1,1,1,1,367.7,1
45.0,1,North,31.3,0,8,0,3,0,0,42.6,1
38.1,3,West,76.5,2,6,0,2,0,0,0.0,0
43.5,1,South,11.3,2,1,0,1,0,0,0.0,0
60.2,4,West,17.2,3,4,0,2,0,0,0.0,0
46.6,2,West,54.9,1,3,0,2,0,0,0.0,0
37.5,2,North,26.8,0,4,0,2,0,0,0.0,0
36.0,1,North,49.6,1,3,0,2,0,0,0.0,0
40.0,2,North,23.1,1,4,0,2,0,0,0.0,0
61.6,2,South,32.3,1,5,0,3,0,0,0.0,0
39.8,2,South,1.0,3,6,0,3,0,0,0.0,0
41.8,1,West,10.0,3,10,0,2,0,0,0.0,0
36.2,4,West,35.3,1,2,0,2,0,0,0.0,0
55.2,1,North,12.4,3,5,0,3,0,0,0.0,0
65.5,3,North,10.8,2,1,0,3,0,0,0.0,0
47.4,2,South,72.7,1,5,0,1,4,1,133.5,1
43.0,2,South,19.3,2,8,0,1,0,0,0.0,0
42.4,1,North,5.1,2,1,0,3,1,1,85.5,1
18.0,3,West,15.3,0,4,0,2,0,0,0.0,0
50.9,2,South,17.5,2,6,0,2,0,0,0.0,0
43.6,1,North,107.7,0,1,0,2,5,0,92.8,1
47.1,1,North,30.4,1,7,0,2,0,0,0.0,0
33.5,1,North,17.6,0,2,0,3,0,0,0.0,0
37.4,1,South,13.6,2,6,0,1,0,0,0.0,0
37.1,1,West,59.3,3,4,0,3,0,1,70.7,1
54.3,1,South,24.9,4,3,0,2,0,0,0.0,0
37.5,3,West,10.6,2,7,1,2,1,1,159.3,1
67.0,2,South,15.0,3,9,0,2,0,0,0.0,0
47.2,2,North,7.8,0,5,0,1,0,0,0.0,0
26.7,1,North,77.5,1,5,0,1,0,0,0.0,0
40.5,2,Midwest,29.1,0,1,1,2,0,0,0.0,0
34.2,2,North,12.0,0,3,1,2,0,0,0.0,0
18.0,3,West,4.9,2,5,1,2,2,1,70.6,1
61.2,3,North,4.7,1,4,0,2,0,0,0.0,0
50.4,2,Midwest,15.6,2,6,0,2,0,0,0.0,0
48.4,2,North,15.1,2,3,0,3,0,0,0.0,0
44.0,2,North,13.0,2,6,0,1,0,0,0.0,0
25.4,2,South,45.8,0,1,0,1,0,0,0.0,0
36.2,4,West,92.9,2,6,1,1,1,0,169.8,1
52.1,3,Midwest,10.5,3,10,0,2,0,0,0.0,0
29.4,2,South,8.4,2,4,1,1,0,0,0.0,0
18.0,4,Midwest,35.3,1,6,0,3,0,0,0.0,0
39.3,2,North,14.3,2,3,0,1,0,0,0.0,0
40.3,2,Midwest,5.9,1,4,0,2,0,0,0.0,0
43.6,1,South,4.8,1,8,0,3,0,0,0.0,0
50.7,2,North,7.9,1,4,0,3,3,1,64.5,1
49.7,4,South,1.0,1,5,0,1,0,0,0.0,0
45.1,4,West,68.1,0,5,0,2,3,1,118.0,1
56.3,3,West,13.5,2,3,0,1,0,0,0.0,0
23.8,2,West,2.1,1,4,0,1,0,0,0.0,0
48.1,3,Midwest,4.3,5,9,0,1,0,0,0.0,0
49.5,3,West,9.4,0,5,0,2,0,0,0.0,0
27.1,2,Midwest,19.3,4,8,0,2,0,0,0.0,0
24.0,2,Midwest,29.2,2,6,0,3,0,0,0.0,0
33.0,3,South,8.8,1,6,0,2,0,0,0.0,0
34.1,4,North,75.9,2,7,0,2,0,0,0.0,0
51.0,3,North,34.3,1,2,0,2,0,0,0.0,0
34.6,1,South,41.9,0,2,0,3,0,0,0.0,0
31.7,1,West,9.4,0,0,0,1,0,0,0.0,0
34.7,4,South,11.5,1,5,0,1,0,0,0.0,0
55.4,3,South,18.5,1,2,1,2,0,0,0.0,0
42.2,2,North,14.4,3,2,0,3,1,1,33.3,1
39.8,2,Midwest,7.2,0,3,0,3,2,1,206.4,1
40.7,4,South,120.0,1,8,0,2,2,1,131.7,1
57.5,4,South,45.3,1,2,0,2,0,0,0.0,0
33.0,3,Midwest,6.5,0,2,0,2,0,0,0.0,0
57.8,1,North,53.5,2,4,0,1,0,0,0.0,0
44.5,3,West,21.2,2,4,0,2,0,0,0.0,0
40.1,1,South,1.0,0,10,0,2,0,0,0.0,0
72.0,4,West,10.2,1,5,0,2,0,0,0.0,0
29.3,1,West,1.0,2,3,0,2,0,0,0.0,0
37.8,3,South,2.2,0,5,0,2,0,0,0.0,0
27.2,3,West,4.7,2,4,0,2,0,0,0.0,0
53.4,3,South,15.9,1,2,0,2,0,0,0.0,0
62.3,2,Midwest,11.5,1,3,0,1,0,0,0.0,0
62.0,1,Midwest,3.9,1,3,0,1,0,0,0.0,0
56.7,3,Midwest,12.0,2,3,0,2,1,1,33.5,1
39.6,2,Midwest,8.7,4,6,0,2,0,0,0.0,0
37.6,2,North,12.7,2,5,0,2,0,0,0.0,0
21.9,4,Midwest,4.5,2,5,0,2,0,0,0.0,0
66.4,2,South,22.6,2,4,0,2,0,0,0.0,0
47.6,3,South,1.1,0,7,1,3,0,0,0.0,0
36.1,2,South,11.8,1,3,0,1,0,0,0.0,0
57.9,3,West,54.1,4,3,0,2,0,0,0.0,0
30.3,3,South,13.1,1,8,0,2,0,0,0.0,0
46.9,3,North,14.0,0,4,0,3,0,0,0.0,0
39.9,4,North,1.7,0,5,1,2,1,1,146.3,1
49.7,2,North,22.3,3,6,0,1,2,1,153.9,1
41.2,3,North,66.1,0,6,0,1,0,0,0.0,0
24.6,3,North,8.3,0,6,0,1,0,0,0.0,0
42.9,2,North,12.0,1,4,0,1,0,0,0.0,0
54.6,2,Midwest,21.3,1,4,0,2,0,0,0.0,0
41.6,4,North,2.3,0,4,0,2,2,1,74.0,1
51.3,1,West,72.0,0,4,0,2,0,0,0.0,0
29.5,2,North,15.1,1,5,0,2,0,0,0.0,0
41.7,2,South,2.9,0,5,1,2,0,0,0.0,0
34.5,1,South,9.8,1,1,0,1,0,0,0.0,0
51.0,4,West,11.2,2,10,0,3,0,0,0.0,0
42.4,2,North,10.2,0,8,0,2,0,0,0.0,0
50.3,2,Midwest,28.4,1,6,0,2,0,0,0.0,0
55.1,3,Midwest,10.2,2,7,0,1,0,0,0.0,0
50.3,2,Midwest,9.4,1,6,0,2,0,0,0.0,0
45.3,3,Midwest,9.3,1,5,0,1,4,1,73.9,1
30.0,3,North,36.1,0,3,0,1,0,0,0.0,0
42.0,3,West,8.8,0,5,0,1,0,0,0.0,0
35.6,3,Midwest,1.0,1,8,0,1,0,0,0.0,0
37.9,1,North,10.9,1,4,0,3,0,0,0.0,0
37.5,1,North,7.8,0,7,0,1,0,0,0.0,0
30.2,2,North,57.5,0,5,0,3,0,0,0.0,0
18.5,1,North,15.6,2,8,0,2,0,0,0.0,0
34.0,2,North,6.4,2,5,0,2,0,0,0.0,0
44.3,2,South,95.9,4,7,0,2,0,0,0.0,0
25.8,2,North,6.8,2,2,0,3,0,0,0.0,0
42.2,2,North,34.6,1,7,0,2,0,0,0.0,0
64.8,2,North,25.2,2,8,0,3,3,1,85.8,1
54.3,2,South,14.9,2,5,1,2,0,0,0.0,0
61.7,1,South,12.5,0,7,0,1,0,0,0.0,0
46.7,3,West,49.4,1,5,0,1,0,0,0.0,0
56.0,3,West,15.5,5,9,0,1,0,0,0.0,0
33.3,3,North,11.3,0,2,0,1,0,0,0.0,0
34.3,4,Midwest,10.5,3,4,0,2,0,0,0.0,0
18.0,3,North,7.7,0,3,0,1,0,0,0.0,0
56.2,3,West,12.6,1,5,0,3,0,0,0.0,0
60.5,1,Midwest,3.1,0,6,0,2,0,0,0.0,0
35.4,1,Midwest,1.6,3,8,0,2,0,0,0.0,0
39.0,3,West,18.7,2,7,0,2,1,0,17.7,1
33.0,1,North,14.5,1,7,0,1,0,0,0.0,0
46.6,2,West,4.6,3,7,1,1,0,0,0.0,0
55.5,1,Midwest,2.7,2,3,0,3,0,0,0.0,0
21.1,1,South,3.7,0,4,0,2,0,0,0.0,0
46.9,3,North,9.1,2,5,1,3,3,1,129.7,1
38.7,2,West,14.4,2,5,1,3,3,0,67.9,1
43.4,2,West,5.2,1,9,0,2,0,0,0.0,0
47.5,1,West,33.8,0,9,0,3,0,0,0.0,0
39.7,3,South,5.2,1,3,1,1,0,0,0.0,0
40.8,3,South,3.2,2,12,0,2,0,0,0.0,0
39.4,2,North,120.0,2,10,0,1,0,0,0.0,0
53.6,3,North,14.2,2,5,0,1,0,0,0.0,0
47.0,1,North,4.5,3,2,0,2,0,0,0.0,0
44.6,3,West,54.0,2,6,0,1,0,0,0.0,0
26.7,3,South,6.3,2,7,0,2,0,0,0.0,0
37.5,4,North,62.4,3,5,0,3,0,0,0.0,0
52.8,1,South,3.0,3,5,0,2,0,0,0.0,0
42.5,1,Midwest,44.3,1,2,0,2,0,0,0.0,0
49.9,2,North,4.9,2,10,0,2,0,0,0.0,0
63.2,1,South,66.9,2,1,0,2,0,0,0.0,0
54.5,1,North,20.5,1,3,0,2,0,0,0.0,0
43.1,2,South,5.1,5,4,0,2,0,1,84.2,1
35.9,2,South,44.7,0,3,0,2,0,0,0.0,0
18.0,4,West,11.9,2,2,0,2,0,0,0.0,0
40.0,1,Midwest,31.7,3,4,0,2,0,0,0.0,0
38.1,4,North,24.8,2,5,0,2,0,1,102.5,1
46.7,3,South,30.1,2,4,0,1,2,1,127.1,1
40.2,4,North,10.1,0,6,0,3,0,0,0.0,0
38.2,4,South,67.1,1,5,0,2,0,0,0.0,0
20.6,3,Midwest,19.7,1,6,0,2,0,0,0.0,0
30.7,3,South,1.9,2,5,0,3,0,0,0.0,0
47.7,2,South,1.7,0,3,0,2,0,0,0.0,0
62.6,2,North,32.2,2,2,0,2,0,0,0.0,0
40.8,4,Midwest,45.5,1,4,0,2,0,0,0.0,0
45.9,2,South,28.5,1,6,0,2,0,0,0.0,0
53.4,1,North,7.8,0,4,0,3,0,0,0.0,0
32.3,3,South,6.1,3,4,0,2,0,0,0.0,0
46.4,2,North,20.0,2,9,0,2,1,1,36.5,1
33.1,3,Midwest,5.3,0,5,0,3,0,0,0.0,0
52.4,1,West,11.4,0,6,1,2,0,0,0.0,0
43.8,3,Midwest,23.8,1,4,0,2,0,0,0.0,0
45.6,1,North,8.0,4,3,0,2,1,1,98.5,1
32.6,4,Midwest,11.3,2,5,0,2,0,0,0.0,0
50.5,1,North,10.7,5,7,0,2,0,0,0.0,0
67.0,3,North,14.8,0,6,0,1,0,0,0.0,0
29.9,1,Midwest,26.9,0,11,0,2,0,0,0.0,0
37.9,1,West,36.6,1,5,0,1,0,0,0.0,0
44.8,1,Midwest,26.3,2,3,0,3,0,0,0.0,0
51.4,2,North,1.0,2,6,0,3,0,0,0.0,0
35.3,3,West,54.5,1,8,1,2,0,0,0.0,0
18.0,1,North,20.9,2,5,0,2,0,0,0.0,0
58.3,2,West,60.7,1,10,1,3,4,0,89.5,1
51.1,1,Midwest,79.7,1,5,0,1,0,0,0.0,0
21.1,4,Midwest,15.1,2,7,0,1,0,0,0.0,0
34.7,1,North,59.6,2,3,0,1,4,1,79.3,1
60.8,2,West,10.9,1,6,1,3,1,1,87.0,1
59.4,3,North,7.2,1,8,0,1,0,0,0.0,0
53.3,4,West,1.8,1,2,0,1,0,0,0.0,0
39.9,4,North,14.4,3,5,0,2,0,0,0.0,0
43.0,4,Midwest,28.0,5,7,1,2,3,1,65.6,1
40.4,1,South,90.4,2,5,0,2,0,0,0.0,0
55.5,3,North,17.7,2,9,0,1,0,0,0.0,0
31.5,3,South,31.8,1,8,0,2,0,0,0.0,0
32.3,4,Midwest,54.4,3,8,0,2,3,0,138.0,1
54.1,2,South,18.8,1,7,0,2,0,0,0.0,0
41.5,4,West,4.4,1,5,1,2,0,0,0.0,0
58.5,2,South,45.2,0,3,0,2,0,0,0.0,0
33.9,3,North,20.5,1,7,0,3,0,0,0.0,0
41.3,2,South,34.1,0,7,0,1,0,0,0.0,0
30.9,2,West,25.8,0,7,0,3,0,0,0.0,0
42.1,2,Midwest,1.5,1,5,1,2,0,0,0.0,0
24.3,2,West,4.4,1,6,0,2,3,0,63.5,1
36.1,3,North,8.1,3,5,1,2,5,1,108.4,1
24.8,3,West,8.0,2,3,0,3,0,0,0.0,0
50.3,3,South,43.9,0,5,0,2,0,0,0.0,0
50.6,1,South,21.9,3,5,0,1,0,0,0.0,0
21.2,4,West,2.1,0,6,0,2,0,0,0.0,0
58.0,3,South,11.8,2,3,0,2,1,0,74.8,1
72.0,1,South,19.5,5,7,0,3,0,0,0.0,0
42.6,3,North,7.0,2,7,0,1,0,0,0.0,0
34.3,1,North,1.0,1,8,0,3,0,0,0.0,0
75.0,1,North,11.5,1,7,0,2,1,1,59.0,1
26.2,2,Midwest,14.8,0,2,1,1,0,0,0.0,0
42.2,2,Midwest,56.4,1,0,0,2,0,0,0.0,0
44.2,1,North,57.4,3,3,0,1,0,0,0.0,0
58.1,2,West,16.7,2,9,0,3,0,0,0.0,0
46.3,4,West,15.3,2,6,0,1,0,0,0.0,0
36.0,2,West,24.6,1,1,0,2,0,0,0.0,0
30.6,1,North,7.2,1,2,0,2,1,1,154.4,1
37.9,4,Midwest,8.1,1,2,0,2,0,0,0.0,0
29.9,2,South,1.0,2,5,0,2,0,0,0.0,0
42.6,3,West,2.0,0,2,1,2,3,1,134.0,1
35.2,1,North,4.7,1,3,0,2,0,0,0.0,0
24.1,2,North,24.6,3,4,1,1,3,1,73.1,1
57.1,2,South,5.7,2,8,0,2,0,0,0.0,0
36.0,4,Midwest,3.2,2,6,1,3,0,0,0.0,0
26.8,2,Midwest,23.0,0,3,0,1,0,0,0.0,0
40.0,2,North,25.3,1,10,0,2,0,0,0.0,0
42.8,4,South,1.5,1,2,0,2,0,0,0.0,0
21.0,4,Midwest,35.6,2,2,0,2,0,0,0.0,0
46.0,1,South,22.4,3,3,0,2,0,0,0.0,0
29.4,3,South,12.1,1,5,1,2,1,0,62.5,1
62.5,2,North,98.0,0,5,0,2,0,0,0.0,0
48.3,2,South,1.0,3,4,0,1,0,0,0.0,0
37.2,2,South,18.9,4,3,0,1,0,0,0.0,0
