id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,fico_range_high,fico_range_low,revol_bal,revol_util
46683933,24000, 36 months,8.1,754.07,B,3 years,MORTGAGE,85000.0,Source Verified,debt_consolidation,35.89,0.0,2000-05-01,26.0,0.0,739,735,100679,31.0
68773586,17000, 36 months,11.9,564.57,C,10+ years,RENT,130000.0,Verified,credit_card,30.96,0.0,1994-08-01,31.0,0.0,674,670,65569,81.0
15099402,9100, 36 months,15.6,318.18,C,6 years,RENT,30000.0,Source Verified,credit_card,22.84,0.0,2007-02-01,5.0,0.0,729,725,9694,80.0
2379935,6000, 36 months,17.7,216.23,D,8 years,OWN,50000.0,Source Verified,small_business,14.69,0.0,2007-01-01,12.0,0.0,714,710,30647,53.0
96201270,14000, 60 months,29.4,448.58,F,9 years,RENT,105000.0,Verified,debt_consolidation,25.49,1.0,2001-09-01,12.0,0.0,669,665,12911,59.0
76183523,20000, 60 months,24.1,576.64,F,10+ years,MORTGAGE,62000.0,Not Verified,debt_consolidation,22.3,0.0,1994-03-01,10.0,0.0,669,665,5319,45.0
65624929,7200, 36 months,14.3,247.24,C,2 years,RENT,32000.0,Verified,debt_consolidation,18.03,0.0,2011-02-01,6.0,0.0,669,665,9057,84.0
687134,11000, 60 months,10.3,235.73,B,2 years,RENT,43500.0,Source Verified,wedding,2.7,0.0,1999-01-01,4.0,0.0,789,785,0,0.0
45294301,35000, 36 months,15.6,1223.77,D,10+ years,MORTGAGE,108000.0,Verified,debt_consolidation,11.4,0.0,1999-01-01,13.0,0.0,699,695,38715,70.0
94012790,10000, 36 months,7.4,311.02,A,10+ years,RENT,88000.0,Not Verified,credit_card,8.11,0.0,2011-06-01,10.0,0.0,749,745,10234,21.0
94075733,18000, 36 months,14.9,623.89,C,< 1 year,MORTGAGE,94000.0,Source Verified,small_business,16.06,0.0,2004-09-01,15.0,0.0,699,695,21383,60.0
6786824,4000, 36 months,18.2,145.12,D,1 year,RENT,24500.0,Verified,major_purchase,8.57,0.0,2007-12-01,5.0,0.0,674,670,3608,76.0
15559971,18000, 60 months,15.3,431.16,C,1 year,RENT,48000.0,Verified,debt_consolidation,14.78,0.0,2007-01-01,10.0,0.0,664,660,8319,59.0
17993838,14700, 60 months,19.5,385.55,E,10+ years,RENT,68900.0,Verified,debt_consolidation,7.52,0.0,1993-09-01,10.0,2.0,664,660,8642,55.0
54314615,9200, 36 months,11.5,303.52,B,< 1 year,RENT,60000.0,Source Verified,debt_consolidation,28.28,1.0,1995-04-01,9.0,0.0,714,710,18377,33.0
24845858,15000, 36 months,6.4,459.67,A,10+ years,MORTGAGE,88400.0,Source Verified,credit_card,13.16,0.0,1978-02-01,17.0,0.0,744,740,19271,35.0
67555705,15000, 60 months,17.2,374.97,D,< 1 year,RENT,33280.0,Verified,debt_consolidation,29.82,1.0,2002-06-01,13.0,1.0,664,660,14679,67.0
21660673,17425, 36 months,16.2,615.11,D,3 years,MORTGAGE,85000.0,Verified,debt_consolidation,17.38,1.0,1988-09-01,24.0,1.0,689,685,10788,36.0
55909665,15000, 36 months,6.2,457.97,A,8 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,9.62,0.0,2003-02-01,12.0,0.0,759,755,9983,21.0
39762538,14400, 36 months,8.1,452.51,A,< 1 year,OWN,50000.0,Verified,debt_consolidation,21.27,0.0,1979-12-01,5.0,0.0,684,680,11872,60.0
66666777,6475, 36 months,16.5,229.41,D,< 1 year,RENT,18000.0,Source Verified,debt_consolidation,17.73,0.0,2011-07-01,7.0,0.0,714,710,5277,58.0
24234887,28000, 60 months,10.9,608.65,B,< 1 year,RENT,78000.0,Source Verified,debt_consolidation,29.14,0.0,1995-09-01,19.0,0.0,709,705,38495,71.0
33381687,17000, 36 months,6.4,520.96,A,8 years,MORTGAGE,69000.0,Not Verified,debt_consolidation,13.63,0.0,2003-11-01,14.0,0.0,754,750,17035,22.0
62440140,7000, 36 months,12.6,234.82,C,< 1 year,RENT,14400.0,Source Verified,debt_consolidation,17.56,0.0,2010-02-01,4.0,0.0,689,685,2327,66.0
73704075,7000, 36 months,16.2,247.11,D,10+ years,RENT,25000.0,Not Verified,debt_consolidation,22.9,0.0,2005-10-01,7.0,0.0,684,680,9203,52.0
55129592,14400, 60 months,18.5,369.99,E,2 years,MORTGAGE,101000.0,Verified,home_improvement,4.57,0.0,2004-11-01,6.0,1.0,679,675,5862,47.0
110938188,5000, 36 months,13.5,169.9,C,2 years,MORTGAGE,140000.0,Source Verified,debt_consolidation,12.19,1.0,1989-10-01,8.0,0.0,669,665,2607,48.0
6644818,8000, 36 months,6.0,243.49,A,10+ years,MORTGAGE,100000.0,Source Verified,home_improvement,6.62,0.0,1996-05-01,12.0,0.0,834,830,639,1.0
91068118,5000, 36 months,13.4,169.66,C,10+ years,MORTGAGE,78000.0,Verified,vacation,25.2,0.0,1994-02-01,18.0,0.0,699,695,50882,55.0
63425691,35000, 36 months,16.9,1247.68,D,9 years,MORTGAGE,80000.0,Verified,debt_consolidation,29.28,0.0,2003-06-01,10.0,0.0,674,670,52995,87.0
46988129,35000, 36 months,6.9,1079.42,A,10+ years,RENT,315000.0,Verified,credit_card,18.82,0.0,1989-04-01,32.0,0.0,679,675,103308,62.0
8655794,8000, 36 months,16.0,282.05,C,7 years,RENT,70000.0,Not Verified,debt_consolidation,15.93,0.0,2000-11-01,13.0,0.0,664,660,6477,48.0
36230626,13500, 36 months,17.8,487.11,D,< 1 year,RENT,33800.0,Source Verified,debt_consolidation,16.05,0.0,1995-04-01,11.0,0.0,679,675,12564,61.0
41060868,35000, 36 months,8.1,1099.69,B,2 years,MORTGAGE,240000.0,Verified,home_improvement,5.15,0.0,2000-05-01,9.0,0.0,809,805,8317,14.0
56904203,18000, 60 months,20.9,486.86,E,10+ years,MORTGAGE,96000.0,Source Verified,major_purchase,11.45,2.0,2004-08-01,5.0,0.0,669,665,6491,46.0
46546919,5600, 36 months,16.9,199.63,D,10+ years,MORTGAGE,26000.0,Not Verified,debt_consolidation,18.45,0.0,2006-01-01,7.0,0.0,699,695,4071,37.0
85168405,15000, 60 months,15.5,361.52,C,10+ years,RENT,38000.0,Source Verified,medical,28.3,0.0,1975-11-01,7.0,0.0,694,690,5507,50.0
113203885,3500, 36 months,11.9,116.24,B,,RENT,14472.0,Verified,debt_consolidation,34.58,0.0,2005-07-01,11.0,0.0,744,740,1549,5.0
34944163,10000, 60 months,10.4,214.89,B,< 1 year,MORTGAGE,180000.0,Source Verified,major_purchase,5.5,1.0,1993-02-01,6.0,0.0,664,660,3501,23.0
52536754,24000, 36 months,7.2,743.91,A,10+ years,MORTGAGE,65000.0,Source Verified,credit_card,27.34,0.0,1999-01-01,16.0,0.0,714,710,10348,37.0
49733321,12050, 36 months,6.2,367.9,A,4 years,RENT,41000.0,Not Verified,credit_card,18.67,0.0,2003-08-01,11.0,0.0,779,775,3255,21.0
37097993,28000, 36 months,9.4,896.8,B,< 1 year,RENT,100000.0,Verified,home_improvement,10.3,1.0,2010-02-01,7.0,0.0,689,685,15975,66.0
68776004,13225, 60 months,16.5,325.77,D,5 years,MORTGAGE,52000.0,Verified,credit_card,40.96,0.0,2003-09-01,15.0,0.0,694,690,40942,65.0
7955391,3200, 36 months,12.9,107.81,B,10+ years,MORTGAGE,63000.0,Verified,debt_consolidation,29.98,0.0,2001-07-01,12.0,0.0,729,725,12848,66.0
44935452,10750, 36 months,21.6,408.72,E,2 years,RENT,50000.0,Verified,debt_consolidation,35.31,1.0,1994-03-01,14.0,1.0,694,690,13373,36.0
76295318,21875, 60 months,17.2,546.84,D,10+ years,MORTGAGE,90000.0,Verified,debt_consolidation,22.13,0.0,1999-11-01,18.0,1.0,719,715,15649,46.0
424625,13000, 36 months,11.5,429.18,B,< 1 year,OWN,41600.0,Not Verified,debt_consolidation,17.37,0.0,1999-07-01,6.0,0.0,719,715,14391,34.0
31567544,35000, 36 months,7.6,1091.78,A,10+ years,MORTGAGE,120000.0,Verified,debt_consolidation,25.63,0.0,1983-04-01,14.0,0.0,704,700,40262,51.0
103871684,13000, 36 months,11.4,428.63,B,2 years,RENT,65000.0,Source Verified,credit_card,11.33,0.0,1997-11-01,12.0,1.0,664,660,16812,59.0
13097518,15950, 60 months,19.4,417.89,D,7 years,OWN,40000.0,Source Verified,debt_consolidation,6.57,0.0,1999-05-01,7.0,0.0,764,760,2843,14.0
1232212,20000, 36 months,13.1,674.94,B,9 years,MORTGAGE,88000.0,Source Verified,home_improvement,18.55,0.0,1997-08-01,20.0,1.0,719,715,31863,48.0
9815020,35000, 36 months,17.5,1257.8,D,10+ years,MORTGAGE,120000.0,Verified,debt_consolidation,23.43,1.0,1994-05-01,11.0,7.0,669,665,32929,84.0
96371678,8000, 36 months,8.2,251.58,B,10+ years,MORTGAGE,42000.0,Not Verified,debt_consolidation,19.69,0.0,2000-09-01,9.0,0.0,764,760,22447,31.0
32108507,12000, 36 months,11.6,396.69,B,2 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,28.84,1.0,2005-01-01,27.0,0.0,684,680,9264,63.0
1323593,20000, 60 months,12.9,454.96,C,10+ years,MORTGAGE,100000.0,Verified,debt_consolidation,4.68,0.0,1990-11-01,7.0,0.0,739,735,23452,51.0
26169570,16675, 36 months,12.4,557.76,B,2 years,MORTGAGE,38000.0,Not Verified,debt_consolidation,11.4,0.0,2000-04-01,9.0,0.0,664,660,10722,62.0
14638371,31900, 60 months,17.5,802.61,D,10+ years,RENT,77796.0,Verified,credit_card,29.32,0.0,2000-08-01,13.0,0.0,664,660,31679,57.0
67726002,10000, 36 months,6.8,308.27,A,,MORTGAGE,78000.0,Not Verified,debt_consolidation,4.63,1.0,1986-03-01,12.0,0.0,699,695,15076,18.0
32859731,6400, 36 months,14.4,220.27,C,1 year,MORTGAGE,55000.0,Not Verified,debt_consolidation,36.61,0.0,1995-03-01,15.0,1.0,679,675,13859,81.0
6955018,6000, 36 months,19.5,221.52,D,10+ years,RENT,48000.0,Not Verified,debt_consolidation,23.35,2.0,1995-02-01,8.0,0.0,669,665,5163,87.0
63465645,8000, 36 months,13.9,273.39,C,1 year,RENT,28000.0,Source Verified,debt_consolidation,21.39,0.0,2011-10-01,15.0,0.0,669,665,4808,55.0
55190161,12000, 36 months,9.9,387.15,B,10+ years,MORTGAGE,57000.0,Not Verified,debt_consolidation,21.33,0.0,1995-10-01,18.0,0.0,679,675,15179,51.0
78568499,16000, 36 months,7.3,496.9,A,8 years,MORTGAGE,103000.0,Source Verified,credit_card,18.21,0.0,1997-02-01,12.0,0.0,704,700,38147,59.0
118109917,6500, 36 months,16.0,228.59,C,7 years,RENT,126000.0,Not Verified,debt_consolidation,25.7,0.0,2003-07-01,13.0,0.0,669,665,22159,98.0
123975188,6000, 36 months,6.0,182.75,A,,OWN,24000.0,Source Verified,credit_card,3.35,0.0,2005-10-01,9.0,0.0,794,790,3072,6.0
43265544,7000, 36 months,6.9,215.89,A,10+ years,RENT,52000.0,Not Verified,debt_consolidation,11.68,0.0,2003-08-01,6.0,0.0,694,690,6826,31.0
51976312,7825, 36 months,13.9,267.41,C,1 year,MORTGAGE,149000.0,Source Verified,debt_consolidation,14.68,1.0,2010-03-01,6.0,3.0,709,705,1721,35.0
68996899,22400, 36 months,14.8,774.86,C,7 years,RENT,32000.0,Verified,credit_card,29.41,0.0,2009-08-01,9.0,0.0,699,695,12256,62.0
69020027,10000, 36 months,11.4,329.67,B,4 years,MORTGAGE,48300.0,Source Verified,debt_consolidation,30.16,0.0,2006-10-01,12.0,0.0,719,715,8936,31.0
6715096,6500, 36 months,8.0,206.4,A,5 years,MORTGAGE,24000.0,Source Verified,credit_card,10.2,0.0,2001-09-01,5.0,0.0,764,760,6433,56.0
2218355,9000, 36 months,12.1,299.45,B,10+ years,RENT,52000.0,Not Verified,debt_consolidation,21.37,0.0,1995-12-01,10.0,0.0,694,690,11419,57.0
1123925,7200, 36 months,8.0,228.63,A,< 1 year,RENT,30000.0,Source Verified,credit_card,14.08,0.0,2005-10-01,6.0,0.0,714,710,11979,82.0
1517663,4800, 36 months,15.0,168.29,C,< 1 year,MORTGAGE,90000.0,Not Verified,debt_consolidation,8.44,0.0,2002-08-01,9.0,0.0,669,665,8612,81.0
11276046,7000, 36 months,14.9,242.59,C,10+ years,RENT,65000.0,Not Verified,debt_consolidation,6.74,0.0,2000-09-01,13.0,0.0,684,680,9163,49.0
89859102,21575, 36 months,16.9,769.11,D,3 years,RENT,43160.0,Verified,moving,17.38,0.0,1990-09-01,6.0,1.0,679,675,2663,13.0
10557018,2400, 36 months,14.9,83.18,C,,RENT,22750.0,Verified,debt_consolidation,34.41,0.0,1992-12-01,8.0,0.0,684,680,5902,49.0
38536833,9600, 36 months,16.4,339.84,D,,RENT,27000.0,Verified,debt_consolidation,10.8,0.0,1978-03-01,13.0,1.0,684,680,8187,35.0
69903169,24050, 36 months,16.2,848.98,D,4 years,RENT,90898.0,Not Verified,debt_consolidation,27.67,0.0,2007-01-01,9.0,0.0,689,685,42506,81.0
73141734,3000, 36 months,12.9,101.07,C,2 years,RENT,26780.0,Verified,other,25.28,0.0,1985-08-01,8.0,0.0,689,685,14980,96.0
118170267,12000, 36 months,9.4,384.06,B,4 years,MORTGAGE,53170.0,Not Verified,debt_consolidation,29.44,0.0,2004-06-01,17.0,0.0,724,720,13257,43.0
126502323,16000, 36 months,15.0,555.04,C,< 1 year,RENT,32508.0,Verified,credit_card,20.04,0.0,2010-03-01,18.0,0.0,699,695,13240,59.0
91874240,6500, 36 months,8.2,204.41,B,,OWN,32988.0,Verified,debt_consolidation,23.38,0.0,1998-05-01,6.0,0.0,749,745,7443,53.0
94277369,6000, 36 months,8.2,188.69,B,10+ years,MORTGAGE,70000.0,Not Verified,debt_consolidation,27.57,1.0,1988-09-01,28.0,0.0,694,690,39920,33.0
79025030,15000, 36 months,16.2,529.51,D,7 years,OWN,108000.0,Not Verified,debt_consolidation,30.91,0.0,1993-04-01,15.0,0.0,689,685,21932,94.0
3350212,20000, 36 months,8.0,635.07,A,10+ years,MORTGAGE,170000.0,Verified,credit_card,12.72,0.0,1995-03-01,14.0,0.0,714,710,29368,80.0
563700,2400, 60 months,17.9,60.86,E,4 years,OWN,21600.0,Verified,other,6.0,1.0,1988-07-01,3.0,0.0,679,675,4051,96.0
19557158,20000, 60 months,19.5,524.56,E,10+ years,MORTGAGE,120000.0,Source Verified,debt_consolidation,6.72,2.0,1998-10-01,11.0,0.0,669,665,6124,65.0
54137198,14000, 36 months,7.2,433.95,A,2 years,MORTGAGE,145000.0,Not Verified,home_improvement,17.83,1.0,1978-10-01,14.0,0.0,699,695,280485,83.0
65595255,12250, 36 months,17.8,442.01,D,< 1 year,RENT,35000.0,Not Verified,other,27.71,0.0,2002-06-01,5.0,0.0,689,685,8722,64.0
68619651,3600, 36 months,9.1,114.77,B,6 years,MORTGAGE,48300.0,Not Verified,home_improvement,1.22,0.0,1983-12-01,7.0,0.0,674,670,376,10.0
125252730,30000, 36 months,15.0,1040.7,C,< 1 year,RENT,55000.0,Not Verified,debt_consolidation,13.68,0.0,2013-10-01,16.0,0.0,689,685,11870,32.0
715206,4500, 36 months,11.1,147.56,B,2 years,RENT,37000.0,Source Verified,debt_consolidation,13.62,0.0,2007-08-01,6.0,0.0,689,685,2746,78.0
71021882,11500, 36 months,9.1,366.56,B,10+ years,MORTGAGE,61000.0,Source Verified,debt_consolidation,25.14,1.0,1999-09-01,13.0,0.0,689,685,15660,93.0
63494497,27600, 36 months,12.6,925.84,C,8 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,10.74,0.0,2000-06-01,9.0,0.0,739,735,18038,25.0
4525900,11325, 36 months,16.2,399.78,C,10+ years,MORTGAGE,34000.0,Not Verified,credit_card,14.72,0.0,1995-01-01,9.0,0.0,669,665,16570,65.0
110065515,5500, 36 months,7.3,170.71,A,10+ years,MORTGAGE,90000.0,Source Verified,car,16.75,1.0,1988-03-01,6.0,0.0,694,690,15721,55.0
38108486,8000, 36 months,11.4,263.58,B,10+ years,RENT,55000.0,Source Verified,debt_consolidation,13.66,0.0,1999-02-01,7.0,0.0,709,705,11333,92.0
6310928,17500, 60 months,25.2,516.53,F,10+ years,RENT,73000.0,Verified,other,15.47,0.0,1999-04-01,7.0,0.0,689,685,23744,74.0
99876000,15000, 60 months,22.7,420.62,E,10+ years,MORTGAGE,50000.0,Not Verified,home_improvement,8.04,0.0,2004-10-01,16.0,0.0,734,730,3066,6.0
3098858,8000, 36 months,18.7,292.24,D,3 years,RENT,28000.0,Verified,other,29.47,0.0,2005-12-01,9.0,0.0,679,675,11598,55.0
83705461,24000, 36 months,12.7,806.23,C,10+ years,MORTGAGE,500000.0,Verified,home_improvement,8.09,0.0,1999-09-01,12.0,0.0,749,745,22156,60.0
99727031,15000, 36 months,14.9,519.91,C,< 1 year,MORTGAGE,40000.0,Verified,debt_consolidation,17.19,0.0,2003-03-01,7.0,2.0,679,675,12459,70.0
4547968,18000, 60 months,23.2,510.33,F,4 years,RENT,92000.0,Verified,debt_consolidation,7.87,0.0,2000-02-01,9.0,0.0,664,660,1558,43.0
75039614,18000, 36 months,10.7,587.17,B,10+ years,RENT,44000.0,Verified,credit_card,32.54,0.0,1980-08-01,12.0,1.0,684,680,885,9.0
74152050,4000, 36 months,5.3,120.46,A,10+ years,OWN,108000.0,Source Verified,vacation,11.39,0.0,1985-04-01,9.0,0.0,834,830,22243,2.0
97982121,6000, 36 months,12.7,201.42,C,10+ years,MORTGAGE,92000.0,Verified,car,27.3,0.0,2004-12-01,37.0,0.0,664,660,19811,48.0
50053506,14000, 36 months,12.6,469.63,C,10+ years,MORTGAGE,93000.0,Source Verified,home_improvement,20.37,2.0,2001-11-01,16.0,0.0,664,660,21741,61.0
631719,25000, 36 months,14.8,864.56,D,1 year,MORTGAGE,100000.0,Verified,other,16.74,1.0,1988-08-01,16.0,0.0,699,695,12399,24.0
60567070,13000, 36 months,11.5,428.88,B,< 1 year,RENT,48000.0,Verified,credit_card,26.18,1.0,2005-12-01,12.0,0.0,694,690,15679,92.0
92942354,16000, 60 months,19.9,423.82,D,3 years,RENT,91800.0,Source Verified,home_improvement,30.98,1.0,1995-04-01,8.0,0.0,674,670,11350,94.0
65691914,18000, 36 months,10.9,589.22,B,1 year,MORTGAGE,120000.0,Not Verified,credit_card,15.48,0.0,1990-12-01,15.0,1.0,714,710,24305,43.0
46567471,4800, 36 months,14.6,165.58,C,9 years,MORTGAGE,180000.0,Not Verified,debt_consolidation,19.91,0.0,1998-11-01,17.0,0.0,679,675,15517,54.0
94257965,15000, 36 months,21.4,568.91,D,1 year,MORTGAGE,45000.0,Source Verified,debt_consolidation,19.81,1.0,2005-06-01,8.0,0.0,669,665,12750,97.0
2794703,15000, 36 months,18.7,547.95,D,3 years,RENT,61812.0,Source Verified,debt_consolidation,15.01,0.0,1999-07-01,15.0,0.0,664,660,14365,97.0
94477749,10000, 36 months,19.9,371.59,D,5 years,RENT,51000.0,Verified,other,31.04,1.0,2008-08-01,11.0,0.0,679,675,3370,42.0
3808523,20000, 60 months,15.0,484.24,C,2 years,OWN,82500.0,Verified,debt_consolidation,26.2,1.0,1999-08-01,16.0,0.0,694,690,18699,50.0
71067788,23000, 36 months,7.8,719.57,A,1 year,MORTGAGE,85609.0,Source Verified,debt_consolidation,12.94,0.0,2001-06-01,11.0,0.0,714,710,21272,69.0
855246,18000, 60 months,15.2,394.53,C,10+ years,RENT,93600.0,Verified,credit_card,20.51,0.0,1999-12-01,8.0,0.0,714,710,22192,66.0
35873294,20000, 36 months,9.4,640.57,B,2 years,RENT,52000.0,Source Verified,debt_consolidation,6.14,0.0,2001-08-01,8.0,1.0,684,680,1597,8.0
102086191,9000, 36 months,10.4,292.48,B,10+ years,RENT,45000.0,Not Verified,car,23.23,1.0,1992-03-01,25.0,1.0,674,670,5366,11.0
3497388,8000, 36 months,14.3,274.71,C,,MORTGAGE,52548.0,Not Verified,credit_card,20.71,0.0,2005-07-01,7.0,0.0,714,710,17195,86.0
66510771,12000, 60 months,11.9,266.88,C,10+ years,MORTGAGE,40000.0,Not Verified,debt_consolidation,32.31,1.0,1999-10-01,8.0,0.0,704,700,6978,75.0
1179804,17475, 36 months,13.6,594.46,B,2 years,RENT,35000.0,Verified,credit_card,20.81,0.0,1999-07-01,10.0,0.0,704,700,21759,93.0
110539518,10200, 60 months,15.0,242.93,C,10+ years,OWN,40000.0,Source Verified,debt_consolidation,27.12,2.0,1997-05-01,20.0,0.0,684,680,10230,52.0
5845237,7750, 36 months,14.3,266.13,C,10+ years,MORTGAGE,40700.0,Verified,debt_consolidation,31.58,0.0,2000-08-01,7.0,1.0,669,665,5584,80.0
16061503,10000, 36 months,11.6,330.57,B,10+ years,RENT,55000.0,Source Verified,other,11.75,0.0,2002-02-01,12.0,1.0,709,705,6438,28.0
6190641,18825, 36 months,11.5,621.23,B,8 years,MORTGAGE,105000.0,Verified,debt_consolidation,24.1,0.0,1998-06-01,17.0,0.0,699,695,11051,50.0
128002975,13000, 36 months,15.0,450.97,C,10+ years,MORTGAGE,53500.0,Not Verified,debt_consolidation,16.22,1.0,2002-07-01,12.0,0.0,664,660,4664,72.0
84997937,35000, 36 months,22.3,1343.74,E,10+ years,RENT,70000.0,Verified,home_improvement,6.36,0.0,2011-04-01,13.0,1.0,689,685,9190,22.0
46104399,6500, 36 months,7.8,203.36,A,9 years,MORTGAGE,52000.0,Not Verified,credit_card,9.14,0.0,1992-11-01,13.0,0.0,694,690,8966,82.0
7445383,7500, 36 months,16.0,264.42,C,10+ years,RENT,75000.0,Not Verified,credit_card,5.39,0.0,1997-02-01,7.0,0.0,664,660,5765,94.0
68466307,20000, 36 months,6.4,612.89,A,4 years,RENT,103000.0,Not Verified,credit_card,12.55,0.0,1989-12-01,12.0,0.0,709,705,20951,73.0
13146413,27000, 60 months,16.5,665.09,D,10+ years,MORTGAGE,165000.0,Verified,debt_consolidation,5.48,0.0,1985-09-01,12.0,0.0,734,730,25031,33.0
42403349,5250, 36 months,9.1,167.37,B,5 years,MORTGAGE,45000.0,Not Verified,debt_consolidation,12.48,1.0,2001-03-01,13.0,0.0,704,700,14422,41.0
5954946,35000, 60 months,22.0,970.65,E,,MORTGAGE,77904.0,Verified,debt_consolidation,19.04,4.0,1974-07-01,9.0,0.0,689,685,9156,59.0
35216623,30000, 36 months,11.4,988.43,B,10+ years,RENT,65000.0,Verified,debt_consolidation,28.37,1.0,1999-10-01,13.0,0.0,709,705,27313,42.0
66570965,10000, 36 months,5.3,301.15,A,10+ years,MORTGAGE,30000.0,Not Verified,debt_consolidation,27.09,0.0,1984-04-01,12.0,0.0,850,845,4647,8.0
68242322,21000, 60 months,21.4,573.81,E,3 years,MORTGAGE,78000.0,Verified,debt_consolidation,20.74,0.0,1998-07-01,17.0,0.0,709,705,55377,79.0
35206246,19200, 60 months,15.5,462.74,D,2 years,MORTGAGE,70000.0,Source Verified,other,14.97,0.0,2002-08-01,15.0,0.0,704,700,17495,58.0
119278545,2250, 36 months,14.0,76.99,C,3 years,RENT,51317.76,Source Verified,credit_card,18.78,0.0,2007-02-01,10.0,0.0,754,750,12215,28.0
1188975,2400, 36 months,6.6,73.69,A,1 year,RENT,40000.0,Not Verified,credit_card,10.89,0.0,1995-02-01,8.0,0.0,749,745,15664,69.0
65251517,16000, 36 months,6.8,493.23,A,< 1 year,RENT,100000.0,Source Verified,debt_consolidation,8.03,0.0,1997-02-01,10.0,1.0,694,690,12831,21.0
16231086,17000, 36 months,12.4,568.64,B,10+ years,RENT,180000.0,Not Verified,credit_card,14.55,0.0,2007-01-01,13.0,0.0,669,665,30670,69.0
10183233,10000, 36 months,14.4,344.07,C,1 year,RENT,30000.0,Not Verified,debt_consolidation,20.84,0.0,2006-06-01,11.0,0.0,664,660,10967,78.0
122956236,8525, 36 months,26.0,344.85,E,1 year,RENT,60000.0,Source Verified,small_business,10.76,0.0,2002-04-01,10.0,0.0,694,690,1459,18.0
60784805,15000, 36 months,9.1,478.19,B,5 years,RENT,104000.0,Not Verified,credit_card,24.28,0.0,2005-06-01,13.0,0.0,704,700,16379,47.0
58563147,18500, 36 months,5.3,557.13,A,1 year,RENT,134000.0,Source Verified,credit_card,10.12,0.0,1988-02-01,15.0,0.0,684,680,18068,51.0
39630703,10000, 36 months,11.4,329.48,B,10+ years,RENT,50000.0,Source Verified,debt_consolidation,29.76,1.0,1999-11-01,5.0,0.0,699,695,7955,64.0
17764696,6500, 36 months,10.1,210.2,B,8 years,MORTGAGE,55000.0,Not Verified,debt_consolidation,7.14,0.0,2004-08-01,5.0,0.0,714,710,4679,106.0
41143662,12000, 36 months,5.9,364.69,A,10+ years,MORTGAGE,92000.0,Source Verified,debt_consolidation,25.51,0.0,1993-06-01,16.0,0.0,779,775,43159,25.0
111528241,10000, 36 months,9.9,322.35,B,3 years,MORTGAGE,54000.0,Not Verified,debt_consolidation,14.2,0.0,2001-01-01,20.0,0.0,679,675,15697,48.0
111376777,18000, 60 months,25.8,537.02,E,,RENT,40000.0,Not Verified,debt_consolidation,23.22,1.0,2006-08-01,8.0,0.0,714,710,9458,26.0
75730100,35000, 36 months,17.2,1252.56,D,10+ years,MORTGAGE,120000.0,Source Verified,debt_consolidation,14.28,0.0,1999-11-01,14.0,0.0,674,670,31763,65.0
76392852,18000, 36 months,12.9,606.41,C,3 years,RENT,48000.0,Verified,debt_consolidation,34.58,0.0,2007-10-01,9.0,0.0,684,680,14713,61.0
102207214,8000, 36 months,7.2,247.9,A,10+ years,MORTGAGE,97000.0,Not Verified,credit_card,10.75,0.0,2002-01-01,12.0,0.0,774,770,8191,15.0
48886354,7500, 36 months,5.9,227.93,A,4 years,MORTGAGE,83000.0,Not Verified,credit_card,5.28,0.0,2001-11-01,8.0,0.0,784,780,5754,34.0
27521951,9925, 36 months,7.1,307.01,A,5 years,RENT,27000.0,Not Verified,debt_consolidation,18.62,0.0,1998-02-01,9.0,0.0,719,715,7318,55.0
28674529,12000, 36 months,13.3,406.36,C,5 years,MORTGAGE,67500.0,Not Verified,debt_consolidation,4.89,0.0,2002-12-01,6.0,0.0,674,670,8279,45.0
12467955,14500, 36 months,8.0,460.43,A,10+ years,MORTGAGE,71000.0,Verified,debt_consolidation,1.12,0.0,1998-02-01,4.0,0.0,684,680,2113,70.0
10544674,27000, 36 months,7.6,841.36,A,7 years,RENT,100000.0,Verified,credit_card,7.96,0.0,2002-06-01,7.0,0.0,714,710,26310,61.0
111987263,1000, 36 months,10.4,32.47,B,10+ years,MORTGAGE,75000.0,Not Verified,vacation,21.95,0.0,1993-03-01,14.0,0.0,709,705,40435,93.0
4547561,25000, 60 months,12.1,557.63,B,10+ years,MORTGAGE,70000.0,Verified,debt_consolidation,26.43,0.0,2001-05-01,16.0,0.0,704,700,16312,33.0
56079102,35000, 60 months,16.9,869.66,D,10+ years,MORTGAGE,215000.0,Verified,debt_consolidation,18.87,0.0,1997-06-01,11.0,0.0,714,710,49074,91.0
1175686,8000, 36 months,13.6,272.15,B,10+ years,RENT,55000.0,Not Verified,credit_card,22.45,0.0,1997-08-01,8.0,0.0,689,685,24122,93.0
118677230,10000, 36 months,19.0,366.72,D,6 years,RENT,50000.0,Source Verified,other,14.95,0.0,2007-02-01,8.0,1.0,689,685,7127,46.0
1531617,3425, 36 months,7.6,106.73,A,< 1 year,RENT,30000.0,Not Verified,debt_consolidation,14.96,0.0,2002-10-01,9.0,0.0,749,745,1557,17.0
11134614,5000, 36 months,9.6,160.57,B,10+ years,RENT,45000.0,Not Verified,debt_consolidation,9.09,0.0,1998-08-01,11.0,1.0,724,720,3770,21.0
