age,income_band,region,tenure_months,prior_purchases,web_visits_30d,prior_campaign_response,credit_score_band,premium_support_calls_30d,welcome_email_click,first_month_usage_minutes,lead_id,signup_30d
31.7,4,West,37.6,3,6,0,3,0,1,71.5,20188,1
58.1,3,North,10.3,0,7,0,2,0,0,0.0,35726,0
20.6,1,Midwest,17.3,3,5,1,2,0,0,0.0,31770,0
55.7,1,West,1.9,1,9,0,2,0,0,0.0,26738,0
50.1,4,Midwest,12.6,2,7,0,2,0,0,0.0,21250,0
39.6,2,Midwest,38.0,3,8,1,2,0,0,0.0,15769,0
36.2,1,West,19.1,3,8,0,2,0,0,0.0,4689,0
30.0,1,West,41.3,1,5,0,2,0,0,0.0,30660,0
59.0,3,West,3.5,3,3,0,1,0,0,0.0,37088,0
42.3,3,West,12.7,1,4,0,2,0,0,0.0,23407,0
60.9,2,West,8.3,1,4,0,2,0,0,0.0,38918,0
53.9,2,North,30.7,1,5,0,2,0,0,0.0,9682,0
37.1,2,North,6.7,2,6,1,3,0,0,0.0,12009,0
18.9,2,South,23.8,1,2,0,2,0,0,0.0,26117,0
56.0,3,South,28.8,2,3,0,2,0,0,0.0,33790,0
50.0,3,South,24.5,0,6,0,3,0,0,0.0,23704,0
23.6,3,Midwest,1.5,1,5,0,2,0,0,0.0,9195,0
39.9,1,West,3.9,5,8,0,3,0,0,0.0,32821,0
38.2,3,West,35.4,1,5,0,2,0,0,0.0,7382,0
48.1,3,South,60.5,1,7,0,1,0,0,0.0,13559,0
23.4,2,West,12.4,0,4,0,1,0,0,0.0,21562,0
37.6,4,North,1.0,1,6,0,1,0,0,0.0,24070,0
25.6,2,South,10.7,1,3,1,1,0,0,0.0,36495,0
37.2,2,West,3.5,0,6,0,2,0,0,0.0,13641,0
26.5,3,South,61.4,1,2,0,1,0,0,0.0,25706,0
42.2,2,South,29.2,0,6,0,2,0,0,0.0,24782,0
57.3,1,West,14.4,2,4,0,2,0,0,0.0,35985,0
49.7,2,Midwest,41.0,0,5,1,3,0,0,0.0,22394,0
19.6,3,Midwest,1.9,2,5,0,2,0,0,0.0,221,0
58.1,3,North,17.8,0,8,0,3,0,0,0.0,32254,0
75.0,3,North,10.9,1,9,0,1,0,0,0.0,32658,0
34.3,2,North,8.6,2,8,1,3,0,0,0.0,33585,0
43.3,1,South,20.2,0,5,0,3,0,0,0.0,27942,0
37.7,2,West,50.7,1,2,0,2,3,1,59.6,29946,1
44.0,3,West,4.3,1,6,0,1,0,0,0.0,17785,0
56.4,2,North,17.7,2,1,0,2,0,0,0.0,6780,0
44.0,3,Midwest,116.1,1,10,0,3,2,0,113.6,34523,1
38.5,3,North,8.8,4,4,0,2,0,0,0.0,2330,0
55.5,3,Midwest,27.3,0,6,1,2,0,0,0.0,8670,0
57.1,2,Midwest,29.3,4,3,0,2,0,0,0.0,33253,0
28.5,1,Midwest,34.2,0,4,0,3,0,0,0.0,14369,0
60.1,1,West,1.0,3,5,1,2,0,0,0.0,34142,0
36.6,1,West,6.5,2,6,0,2,0,0,0.0,15964,0
57.5,2,Midwest,13.3,3,10,0,1,0,0,0.0,4919,0
38.6,1,West,19.6,1,9,0,1,0,0,0.0,19797,0
35.6,2,South,9.3,1,9,0,2,0,0,0.0,1009,0
18.0,4,West,15.1,1,4,0,1,0,0,0.0,35693,0
35.7,3,Midwest,19.7,0,3,0,1,0,0,0.0,37013,0
35.3,3,South,120.0,2,5,0,2,0,0,0.0,5343,0
36.5,2,North,108.0,1,10,0,3,0,0,0.0,19268,0
50.3,2,North,7.9,1,8,0,3,0,0,0.0,26032,0
18.0,4,Midwest,33.0,0,9,0,3,0,0,0.0,23123,0
30.7,1,North,21.5,0,7,0,2,0,0,0.0,6002,0
22.0,3,North,5.9,3,9,0,2,0,0,0.0,21533,0
23.8,1,North,18.2,3,3,0,1,0,0,0.0,27799,0
49.1,3,Midwest,1.0,0,7,0,3,0,0,0.0,4005,0
43.7,2,North,10.9,0,6,0,2,1,1,150.6,13842,1
53.6,3,North,87.4,2,3,0,2,0,0,0.0,24318,0
45.4,2,West,1.6,1,6,0,3,0,0,0.0,9678,0
18.0,2,South,5.4,1,9,0,1,0,0,0.0,23137,0
57.3,2,West,38.3,0,5,0,3,0,0,0.0,8865,0
27.0,4,South,17.2,0,7,1,3,2,1,77.8,8389,1
41.8,1,Midwest,58.1,3,5,0,2,0,0,0.0,15766,0
54.2,3,South,4.4,5,2,0,3,0,0,0.0,15805,0
44.9,3,Midwest,44.3,3,5,0,3,0,0,0.0,27284,0
32.3,4,West,8.2,0,4,0,1,0,0,0.0,15331,0
57.2,3,West,95.4,4,6,0,2,0,0,0.0,32979,0
31.2,1,Midwest,5.8,3,3,1,2,0,0,0.0,16302,0
47.6,2,West,10.5,1,6,0,3,0,0,0.0,32516,0
32.6,2,Midwest,62.9,0,5,1,2,0,0,0.0,15894,0
59.8,2,South,1.0,2,10,0,1,0,0,0.0,8216,0
51.3,2,South,1.9,1,11,0,2,0,0,0.0,9038,0
38.8,1,North,23.4,3,3,1,3,0,0,61.3,15481,1
54.1,2,North,15.1,2,2,0,1,0,0,0.0,17589,0
50.8,1,West,32.4,5,3,0,1,0,0,0.0,26847,0
51.6,4,South,76.0,2,8,0,2,0,0,0.0,33989,0
25.7,3,North,21.9,1,5,0,2,0,0,0.0,27988,0
47.3,2,South,5.2,1,6,0,1,0,0,0.0,15801,0
27.6,3,North,21.4,1,4,0,2,2,1,89.3,24883,1
47.9,2,West,34.1,1,2,0,2,0,0,0.0,37300,0
52.6,2,North,9.7,1,7,0,3,0,0,0.0,10597,0
46.4,2,West,28.2,2,5,0,2,0,0,0.0,34575,0
36.5,4,North,9.7,0,9,0,3,0,0,0.0,11258,0
41.9,2,South,8.6,3,9,0,1,0,0,0.0,39515,0
36.5,2,Midwest,17.7,2,1,0,3,0,0,0.0,35073,0
25.1,2,South,31.7,2,5,0,2,0,0,0.0,20053,0
61.5,2,North,4.7,0,6,0,2,0,0,0.0,3523,0
62.3,1,North,17.4,2,9,0,2,0,0,0.0,28236,0
21.4,4,West,45.2,1,7,0,1,0,0,0.0,34353,0
25.0,1,West,72.3,1,4,0,1,0,0,0.0,9760,0
49.3,3,Midwest,5.8,0,5,0,1,0,0,0.0,21676,0
37.0,2,North,6.6,1,7,0,3,0,0,0.0,13857,0
53.8,2,South,62.1,1,4,0,1,0,0,0.0,26780,0
45.7,4,South,25.1,3,4,0,2,0,0,0.0,38293,0
48.1,2,South,11.1,1,12,0,2,0,0,0.0,5516,0
34.9,2,South,15.2,0,8,0,2,0,0,0.0,39785,0
49.4,2,South,23.9,2,4,0,2,0,0,0.0,4140,0
30.9,2,North,9.1,0,6,0,2,0,0,0.0,601,0
33.2,2,Midwest,12.6,0,7,0,2,0,0,0.0,7538,0
32.9,3,South,1.2,2,6,0,1,0,0,0.0,25367,0
49.4,1,North,5.6,0,7,0,3,0,0,0.0,11255,0
61.8,3,West,38.5,1,4,1,2,0,0,0.0,29042,0
41.1,2,North,5.7,2,2,1,3,4,0,89.7,39832,1
43.2,2,North,88.4,2,7,0,2,0,0,0.0,26668,0
38.6,2,North,38.6,2,5,0,1,0,0,0.0,10625,0
31.8,3,Midwest,26.0,0,5,0,2,0,0,0.0,1631,0
41.7,4,North,19.6,1,5,0,1,0,0,0.0,18330,0
42.2,3,West,25.7,1,1,0,1,0,0,0.0,4569,0
18.0,3,North,14.3,1,4,0,2,0,0,0.0,22085,0
42.0,3,North,18.9,2,9,0,2,0,0,0.0,33913,0
50.1,1,North,13.5,2,6,1,1,1,1,112.7,28002,1
52.9,2,North,66.2,0,3,1,1,0,0,0.0,39092,0
34.5,3,North,2.4,2,1,0,1,0,0,0.0,7234,0
53.2,2,Midwest,37.3,0,7,1,3,0,0,0.0,24231,0
38.1,4,Midwest,32.4,0,3,0,1,0,0,0.0,19969,0
51.7,2,West,1.2,2,4,0,2,0,0,0.0,2408,0
30.2,2,West,33.4,3,8,0,3,0,0,0.0,31843,0
45.7,1,West,19.5,0,4,0,1,0,0,0.0,38849,0
54.2,1,South,26.9,3,7,0,2,0,0,0.0,20129,0
61.7,4,Midwest,17.6,1,6,0,3,0,0,0.0,30695,0
45.4,1,Midwest,7.1,1,7,0,3,0,0,0.0,9421,0
54.3,1,Midwest,13.7,1,3,0,3,0,0,0.0,31601,0
42.6,4,North,10.9,2,6,0,2,0,0,0.0,11356,0
37.6,2,North,4.4,0,6,0,2,0,0,0.0,32015,0
57.1,3,South,3.3,2,3,1,1,0,0,0.0,20506,0
38.9,2,Midwest,2.8,0,7,0,3,0,0,0.0,15827,0
47.6,3,South,9.3,0,9,0,2,0,0,0.0,25702,0
51.2,3,West,3.0,1,10,0,3,0,0,0.0,24384,0
20.6,1,West,35.0,2,6,0,2,0,0,0.0,36273,0
49.3,4,South,34.4,2,2,0,2,0,0,0.0,11745,0
48.2,2,West,32.9,5,4,0,1,0,0,0.0,17006,0
37.1,3,West,72.4,3,8,1,1,0,0,0.0,5143,0
38.3,1,Midwest,48.7,3,7,1,3,0,0,0.0,4615,0
60.8,2,North,5.8,1,7,0,3,0,0,0.0,26123,0
27.6,2,North,74.4,0,1,0,3,0,0,0.0,27245,0
24.2,1,North,1.4,1,4,0,2,0,0,0.0,18543,0
31.0,1,North,5.0,0,8,0,1,0,0,0.0,34622,0
49.8,2,South,21.9,2,3,0,2,0,0,0.0,17258,0
19.3,4,West,1.0,2,4,0,2,0,0,0.0,28255,0
60.0,4,West,2.4,3,3,0,1,0,0,0.0,9637,0
36.9,4,West,1.9,1,8,0,2,0,0,0.0,39599,0
50.4,2,South,33.3,1,4,0,2,4,0,66.3,29485,1
26.4,2,South,34.1,0,4,0,2,0,0,0.0,21137,0
48.7,2,Midwest,32.0,3,5,1,1,0,0,0.0,27104,0
47.1,1,North,3.2,3,3,0,2,0,0,0.0,24929,0
33.0,1,West,76.4,1,1,0,1,0,0,0.0,11609,0
31.9,4,South,16.7,4,4,1,1,5,1,93.3,16739,1
47.5,2,North,17.8,2,4,0,1,0,0,0.0,7304,0
33.2,1,North,19.3,1,5,0,3,0,0,0.0,21063,0
40.7,2,Midwest,29.3,1,5,0,2,0,0,0.0,14380,0
30.4,2,North,18.8,2,6,0,3,3,1,78.4,16474,1
59.8,3,South,32.5,1,3,1,1,0,0,0.0,13852,0
23.7,3,South,47.0,3,6,0,3,0,0,0.0,30340,0
57.2,2,South,3.2,2,4,0,2,0,0,0.0,2976,0
25.8,1,South,57.6,1,7,0,1,0,0,0.0,28693,0
43.8,3,North,7.7,2,7,0,3,0,0,0.0,15121,0
55.0,1,West,1.6,0,3,0,3,0,0,0.0,7654,0
43.0,2,West,12.8,0,6,1,2,0,0,0.0,26867,0
34.0,1,South,11.7,3,3,1,1,0,0,0.0,10954,0
47.4,4,Midwest,25.7,0,6,0,1,0,0,0.0,31288,0
59.3,3,South,1.0,3,6,0,3,0,0,0.0,30896,0
24.2,1,North,4.1,2,10,1,2,0,0,0.0,32748,0
34.7,3,West,53.2,1,8,0,1,1,0,68.1,22846,1
43.2,1,South,42.6,1,3,0,2,0,0,0.0,36977,0
34.3,3,South,1.0,1,9,0,1,0,0,0.0,9850,0
39.3,2,North,23.3,0,11,0,1,0,0,0.0,32660,0
43.5,4,North,23.1,4,6,0,3,0,0,0.0,31705,0
44.2,2,West,25.9,0,5,0,2,0,0,0.0,30389,0
18.0,4,Midwest,1.0,2,4,0,3,0,0,0.0,8880,0
37.1,2,South,19.7,3,5,1,2,3,1,105.3,33426,1
43.0,4,North,23.9,0,5,0,2,0,0,0.0,17335,0
44.9,2,South,55.6,0,5,0,2,0,0,0.0,2457,0
27.1,2,North,64.2,1,3,0,1,1,0,214.7,2138,1
61.4,1,West,28.6,2,5,0,3,0,0,0.0,16644,0
21.3,2,South,20.9,1,4,1,2,0,0,0.0,18266,0
18.0,4,South,9.9,0,4,0,3,0,0,0.0,20208,0
29.8,4,West,18.6,4,8,0,2,0,0,0.0,12801,0
48.5,3,South,38.4,1,7,0,2,0,0,0.0,30283,0
38.4,1,South,7.1,2,4,1,2,0,0,0.0,43,0
51.7,4,North,12.5,3,6,1,1,0,0,0.0,26387,0
35.8,3,South,1.0,0,5,0,2,0,0,0.0,32858,0
53.7,2,West,12.6,6,2,0,3,2,1,46.3,5970,1
46.0,2,South,42.6,2,7,0,2,0,0,0.0,13029,0
32.3,3,South,1.6,2,4,0,2,0,0,0.0,4840,0
43.4,2,Midwest,16.3,1,2,0,3,0,0,0.0,36104,0
27.0,2,West,19.4,0,1,1,2,0,0,0.0,6162,0
48.5,2,North,5.0,1,4,0,3,0,0,0.0,9,0
44.3,4,South,12.3,0,5,0,2,0,0,0.0,9786,0
33.8,4,Midwest,25.7,2,6,0,2,0,0,0.0,10837,0
30.8,3,North,44.7,2,1,0,1,0,0,0.0,39531,0
23.1,3,North,12.9,2,6,0,3,0,0,0.0,11130,0
59.3,3,North,76.6,3,7,0,1,0,0,0.0,5837,0
29.4,3,West,24.5,0,1,0,3,0,0,0.0,25729,0
38.8,2,West,18.7,2,2,0,2,0,0,0.0,5819,0
24.9,1,West,23.3,1,7,0,2,0,0,0.0,22350,0
33.3,2,South,56.4,0,4,1,3,0,0,0.0,25619,0
48.8,3,West,2.7,0,8,0,3,0,0,0.0,26766,0
41.5,1,North,1.5,1,0,0,1,0,0,0.0,23060,0
18.0,3,Midwest,7.0,1,4,0,2,0,0,0.0,32505,0
61.7,2,South,17.9,2,0,0,2,0,0,0.0,474,0
38.4,4,North,39.1,1,5,0,2,1,1,46.1,23599,1
42.1,4,North,27.3,2,6,0,2,1,1,91.9,24867,1
58.7,1,South,32.6,3,6,0,2,0,0,0.0,15422,0
44.1,3,West,14.7,1,6,0,2,0,0,0.0,28455,0
36.0,2,Midwest,1.0,0,5,0,2,0,0,0.0,16918,0
47.5,4,South,4.8,3,4,0,3,0,0,0.0,33647,0
44.6,1,South,69.7,2,4,0,2,0,0,0.0,192,0
41.7,1,West,40.7,3,7,0,2,0,0,0.0,15310,0
40.3,1,West,1.8,0,1,0,3,0,0,0.0,17251,0
35.0,1,South,3.5,0,4,0,2,0,0,0.0,33087,0
43.0,3,South,63.7,1,9,0,1,0,0,0.0,550,0
33.9,1,North,74.4,1,1,0,2,0,0,0.0,38364,0
71.9,1,West,20.7,2,4,0,2,0,0,0.0,25447,0
30.8,3,West,8.1,5,1,0,1,0,0,0.0,29609,0
56.3,1,Midwest,1.3,3,9,0,1,0,0,0.0,20981,0
33.2,1,Midwest,36.5,1,3,0,2,0,0,0.0,16362,0
55.8,3,Midwest,3.3,1,6,1,2,0,0,0.0,4110,0
26.0,2,West,23.6,2,6,0,3,0,0,0.0,11980,0
28.5,2,South,40.8,1,7,1,2,0,0,0.0,7561,0
73.2,3,West,21.6,2,3,0,3,0,0,0.0,39624,0
33.9,1,West,17.7,2,6,0,2,0,0,0.0,10345,0
62.2,3,North,20.6,4,3,0,2,0,0,0.0,15511,0
38.9,1,West,10.1,1,5,0,2,0,0,0.0,10257,0
41.5,2,West,2.0,0,6,0,2,0,0,0.0,5657,0
29.7,2,Midwest,1.5,0,9,0,3,0,0,0.0,19470,0
48.2,4,South,3.4,1,4,0,2,0,0,0.0,10801,0
37.4,1,South,106.7,2,5,0,2,0,0,0.0,8370,0
43.1,2,Midwest,39.2,0,4,1,2,0,0,0.0,20842,0
53.6,3,North,78.1,3,5,0,2,0,0,0.0,1880,0
35.9,3,North,4.2,5,8,0,3,0,0,0.0,9473,0
43.4,2,South,10.5,0,7,0,3,0,0,0.0,12888,0
46.4,3,North,50.6,3,3,0,1,0,0,0.0,9901,0
25.1,2,West,1.4,0,3,0,2,0,0,0.0,35520,0
35.8,3,West,18.6,3,2,0,3,0,0,0.0,30978,0
41.5,1,North,24.6,1,7,0,2,0,0,0.0,12623,0
47.0,2,Midwest,25.0,5,7,0,1,0,0,0.0,30271,0
18.0,1,North,52.3,3,3,0,2,0,0,0.0,7147,0
55.5,2,West,15.7,1,5,1,1,4,0,158.8,27326,1
51.6,2,Midwest,4.3,2,3,0,1,0,0,0.0,30282,0
32.6,2,South,57.3,1,8,0,2,0,0,0.0,2645,0
52.0,3,North,34.9,0,1,1,2,0,0,0.0,27520,0
30.5,3,North,1.8,1,4,0,3,0,0,0.0,2985,0
33.1,3,South,25.1,1,7,0,2,0,0,0.0,1774,0
75.0,3,South,16.8,0,7,0,2,3,1,141.6,11464,1
30.0,4,Midwest,1.9,3,6,0,2,0,0,0.0,33960,0
44.3,4,North,47.6,0,4,1,2,0,0,0.0,18253,0
55.1,4,West,38.2,1,7,0,2,0,0,0.0,25906,0
31.6,3,South,1.6,3,3,0,3,0,0,0.0,19277,0
47.7,1,Midwest,22.0,5,5,0,2,1,0,178.4,8474,1
46.4,3,South,9.9,3,4,0,2,0,0,0.0,19625,0
52.5,4,South,55.3,1,10,0,2,0,0,0.0,36428,0
49.5,1,West,102.0,0,5,0,2,0,0,0.0,21445,0
41.1,3,North,1.4,1,2,0,1,0,0,0.0,12981,0
47.3,4,Midwest,25.7,3,2,0,2,0,0,0.0,31792,0
52.4,2,North,22.2,5,5,0,2,0,0,0.0,27583,0
44.9,2,Midwest,2.2,3,5,0,2,0,0,0.0,19611,0
71.7,2,West,22.5,1,4,0,1,0,0,0.0,26155,0
67.5,1,North,34.5,3,5,0,2,0,0,0.0,38154,0
40.9,1,South,24.9,3,4,0,2,0,0,0.0,8290,0
51.1,2,North,16.3,1,6,1,3,0,0,0.0,37337,0
46.3,1,North,23.5,2,4,0,2,0,0,0.0,35804,0
44.9,2,South,41.6,2,5,0,3,0,0,0.0,14433,0
38.0,2,West,3.7,2,5,1,2,0,0,0.0,6483,0
39.7,1,West,61.4,0,6,0,1,0,0,0.0,16971,0
34.6,1,North,4.6,2,9,0,3,2,0,84.7,25752,1
47.2,1,West,1.0,2,5,0,2,0,0,0.0,13500,0
28.6,1,North,13.1,3,4,1,2,0,0,0.0,35952,0
48.9,3,South,28.8,0,3,0,2,0,0,0.0,2796,0
42.4,1,West,5.3,1,9,0,1,0,0,0.0,18492,0
60.6,2,South,4.7,2,5,0,2,0,0,0.0,20576,0
42.7,3,North,78.3,2,5,0,2,0,0,0.0,25373,0
42.9,2,South,14.0,2,6,0,2,0,0,0.0,20913,0
38.6,4,North,14.8,1,7,0,2,0,0,0.0,27863,0
18.0,4,Midwest,29.2,2,1,0,1,0,0,0.0,25438,0
27.4,1,South,13.6,1,7,0,3,0,0,0.0,23910,0
29.2,2,West,18.5,2,3,0,3,0,0,0.0,28992,0
18.0,4,West,72.0,0,6,0,3,0,0,0.0,32675,0
49.4,3,West,1.5,0,5,0,2,0,0,0.0,20286,0
54.0,1,West,1.6,2,7,0,2,0,0,0.0,1100,0
60.3,2,North,16.5,0,2,0,2,0,0,0.0,36522,0
25.3,4,Midwest,7.7,2,2,0,2,0,0,0.0,4478,0
24.9,3,Midwest,9.1,1,4,0,2,0,0,0.0,7579,0
34.8,1,Midwest,11.4,3,1,0,3,0,0,0.0,30935,0
57.2,3,South,1.8,5,6,0,2,0,0,0.0,1846,0
38.7,3,Midwest,20.1,2,6,0,3,0,0,0.0,32433,0
18.0,1,North,16.5,0,5,0,1,2,1,61.4,29594,1
53.4,1,Midwest,17.9,1,5,0,2,0,0,0.0,4423,0
37.3,1,North,1.4,0,2,0,2,0,0,0.0,37494,0
28.7,4,Midwest,33.9,1,5,0,2,0,0,0.0,8634,0
51.7,4,Midwest,25.5,0,6,0,1,0,0,0.0,7752,0
47.8,2,West,10.7,1,7,0,2,0,0,0.0,32856,0
38.3,2,West,15.8,3,4,0,2,0,0,13.0,12457,1
41.9,2,Midwest,3.5,3,2,0,1,0,0,0.0,29717,0
32.7,1,South,64.9,1,3,0,3,0,0,0.0,7157,0
41.5,3,South,7.4,1,3,0,2,0,0,0.0,6527,0
45.4,3,North,1.4,3,3,0,2,0,0,0.0,18998,0
55.1,4,North,55.8,3,8,0,3,0,0,0.0,26586,0
33.7,3,North,31.3,0,7,0,2,0,0,0.0,36496,0
32.8,1,South,3.2,0,7,0,3,0,0,0.0,27766,0
37.5,4,South,41.5,3,4,0,1,0,0,0.0,24194,0
22.8,1,South,15.2,4,7,0,2,0,0,0.0,35261,0
39.6,1,South,40.5,1,6,1,2,0,0,0.0,1551,0
53.7,3,South,9.5,2,8,0,2,0,0,0.0,28289,0
37.7,2,West,48.7,1,6,0,1,0,0,0.0,39907,0
20.6,4,North,87.3,1,8,0,1,0,0,0.0,9945,0
18.0,1,West,3.6,0,4,1,1,0,0,0.0,37163,0
57.8,1,North,1.0,3,1,0,2,0,0,0.0,34707,0
35.1,3,South,16.2,4,6,0,1,0,0,0.0,31422,0
53.2,4,West,37.8,0,9,0,2,0,0,0.0,16365,0
38.1,1,South,10.8,4,4,0,3,0,0,0.0,2048,0
39.8,1,Midwest,2.3,2,5,0,1,0,0,0.0,28034,0
44.0,4,South,98.3,1,4,0,2,0,0,0.0,28343,0
60.8,3,West,21.6,2,5,1,3,0,1,74.9,33964,1
55.1,2,South,9.2,2,6,0,2,0,0,0.0,1270,0
51.2,1,Midwest,11.3,2,1,0,2,0,0,0.0,20920,0
24.9,1,North,36.6,3,5,0,1,0,0,0.0,3833,0
37.3,2,West,6.3,1,10,0,1,0,0,0.0,35822,0
43.1,1,North,25.7,1,8,0,3,0,0,0.0,29586,0
26.0,1,West,50.4,1,2,0,2,0,0,0.0,26140,0
30.8,1,West,36.0,2,5,0,2,0,0,0.0,31767,0
40.6,1,South,12.0,0,3,0,1,0,0,0.0,11114,0
38.3,2,North,44.3,3,4,1,1,0,0,0.0,11254,0
27.0,1,South,12.3,1,4,0,2,0,0,0.0,697,0
24.7,2,North,17.9,1,11,0,2,0,0,0.0,8531,0
34.9,1,North,61.9,3,3,0,3,0,0,0.0,22682,0
42.0,2,West,15.5,1,4,0,2,0,0,0.0,15286,0
33.9,4,South,12.2,0,6,0,2,0,0,0.0,1391,0
32.7,2,South,4.0,1,4,0,2,0,0,0.0,10330,0
37.4,1,West,26.4,1,5,1,2,0,0,0.0,30833,0
63.4,2,North,22.5,3,5,0,1,0,0,0.0,39510,0
63.6,2,South,22.7,1,5,0,3,0,0,0.0,15571,0
32.0,2,West,25.3,2,3,0,3,0,0,0.0,27134,0
22.9,4,Midwest,18.2,2,6,0,1,0,0,0.0,17772,0
47.2,1,Midwest,7.0,1,7,1,2,0,0,0.0,39435,0
44.1,4,West,30.3,1,3,0,1,0,0,0.0,35272,0
28.9,2,West,31.8,2,7,0,1,0,0,0.0,4125,0
40.9,4,West,6.2,3,7,0,1,0,0,0.0,1894,0
43.2,1,West,55.3,0,5,0,1,0,0,0.0,25121,0
60.7,3,West,25.6,1,4,0,2,0,0,0.0,13096,0
58.5,3,South,92.6,4,5,0,2,0,0,0.0,33181,0
31.8,1,Midwest,1.5,1,7,0,1,0,0,0.0,39978,0
45.4,1,West,11.9,2,5,0,3,0,0,0.0,9771,0
47.0,3,South,58.5,2,3,0,2,0,0,0.0,2526,0
42.5,4,North,14.7,2,3,0,2,0,0,0.0,10803,0
34.9,3,South,15.2,1,6,0,2,0,0,0.0,27748,0
21.1,1,South,42.9,0,3,0,2,0,0,0.0,5645,0
55.8,3,North,52.2,1,5,0,1,0,0,0.0,15340,0
49.3,1,Midwest,26.1,3,4,0,2,0,0,0.0,13749,0
31.0,1,South,33.3,3,2,0,2,0,0,0.0,28370,0
38.9,1,South,55.9,1,6,0,1,0,0,0.0,22826,0
34.2,3,West,5.5,1,4,0,3,0,0,0.0,38504,0
60.1,1,South,2.2,2,3,0,1,0,0,0.0,24242,0
47.9,3,North,63.0,3,6,1,2,0,0,0.0,29147,0
53.8,1,South,80.6,3,5,0,1,0,0,0.0,18064,0
31.5,3,South,89.5,0,6,1,2,3,1,145.9,21031,1
37.2,1,West,27.0,2,6,0,2,0,0,0.0,33553,0
44.3,3,North,27.9,1,6,1,2,1,1,114.1,9743,1
43.4,2,North,38.6,1,5,0,1,0,0,0.0,15663,0
24.1,2,Midwest,44.0,1,10,0,2,0,0,0.0,28820,0
19.0,1,Midwest,6.7,0,7,0,2,0,0,0.0,28202,0
48.2,3,Midwest,13.5,0,3,0,2,0,0,0.0,14546,0
50.9,4,South,40.4,2,1,0,3,0,0,0.0,17263,0
49.9,3,West,13.9,2,3,0,1,0,0,0.0,4508,0
34.0,2,South,120.0,0,6,0,2,0,0,0.0,30905,0
25.4,1,North,34.8,2,5,1,1,0,0,0.0,10087,0
58.5,2,West,1.0,1,5,0,2,0,0,0.0,10696,0
39.3,2,West,14.0,0,6,0,2,0,0,0.0,14000,0
36.5,2,South,17.0,1,3,0,2,0,0,0.0,26298,0
47.2,4,North,58.5,1,5,0,1,0,0,0.0,38557,0
42.3,1,North,8.8,1,5,0,2,0,0,0.0,35856,0
40.8,3,North,2.6,0,7,1,1,0,0,0.0,25102,0
18.0,2,South,42.4,2,4,0,2,0,0,0.0,33017,0
60.9,4,Midwest,34.2,0,7,1,2,0,0,0.0,33808,0
42.8,1,West,5.4,3,1,1,3,0,0,0.0,15361,0
38.0,3,West,1.2,2,4,0,3,0,0,0.0,5862,0
40.1,4,North,5.1,1,8,1,2,2,1,46.3,38669,1
44.8,2,West,4.0,2,7,0,3,0,0,0.0,26097,0
35.0,3,West,21.9,0,5,0,1,0,0,0.0,12762,0
22.6,2,North,13.9,2,7,0,2,0,0,0.0,19999,0
60.4,3,South,16.5,2,4,0,1,0,0,0.0,25127,0
38.5,3,North,1.7,0,3,0,2,0,0,0.0,3289,0
43.4,2,South,29.0,1,7,0,1,0,0,0.0,23513,0
51.0,2,Midwest,4.7,2,6,1,1,0,0,0.0,32556,0
51.8,4,North,29.5,2,2,0,3,1,0,107.2,20048,1
34.1,2,West,10.5,2,2,0,2,0,0,0.0,15661,0
26.4,4,North,19.2,1,5,0,3,0,0,0.0,20231,0
64.3,1,South,2.4,1,4,0,3,0,0,0.0,26966,0
51.1,2,South,76.0,0,4,0,3,0,0,0.0,3091,0
44.6,1,Midwest,6.7,0,8,0,2,0,0,0.0,18549,0
51.8,2,Midwest,82.8,1,9,0,2,0,0,0.0,22713,0
43.0,2,South,25.6,0,7,0,3,0,0,0.0,24636,0
30.1,2,Midwest,10.8,1,4,0,2,0,0,0.0,30739,0
57.7,3,North,17.0,2,1,0,1,0,0,0.0,19615,0
55.7,2,South,2.6,1,3,0,2,0,0,0.0,27983,0
55.5,3,South,31.1,2,4,0,1,1,1,50.5,7789,1
53.7,3,South,72.5,3,2,0,1,0,0,0.0,21269,0
36.7,2,North,93.4,0,3,0,1,0,0,0.0,6337,0
36.1,3,West,7.8,1,4,0,3,0,0,0.0,7822,0
20.9,4,South,1.9,1,6,0,2,0,0,0.0,31405,0
51.9,3,North,14.3,2,4,0,1,0,0,0.0,15818,0
41.5,2,North,1.5,2,5,0,1,0,0,0.0,39231,0
33.8,2,North,120.0,2,5,1,2,0,0,0.0,971,0
25.6,4,Midwest,71.4,1,4,0,3,0,0,0.0,2353,0
39.2,1,South,3.0,1,4,0,3,0,0,0.0,24873,0
55.9,2,North,56.8,1,6,0,1,0,0,0.0,16651,0
49.9,3,Midwest,5.2,3,4,0,2,0,0,0.0,11158,0
36.3,2,West,22.2,1,5,0,3,0,0,0.0,36415,0
52.2,2,North,43.1,3,3,0,1,0,0,0.0,14988,0
41.0,1,South,10.6,3,4,0,2,0,0,0.0,15500,0
32.8,4,West,5.6,0,7,1,2,0,0,0.0,9263,0
46.5,1,West,3.6,0,11,0,2,0,0,0.0,5351,0
18.0,2,West,15.9,3,5,0,2,0,0,0.0,15792,0
45.3,3,North,11.8,2,8,0,1,0,0,0.0,5160,0
32.4,2,North,5.1,1,7,1,2,0,0,0.0,12595,0
41.0,2,South,21.0,1,5,0,3,0,0,0.0,1514,0
