id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,fico_range_high,fico_range_low,revol_bal,revol_util,total_pymnt,last_pymnt_d,recoveries,loan_length,term_num,ret_PESS
4291280,17900,17900, 36 months,11.1,587.22,B,5 years,MORTGAGE,90000.0,Not Verified,2013-04-01,Fully Paid,debt_consolidation,27.92,0.0,2001-10-01,18.0,0.0,694,690,13343,56.0,20897.18,2015-06-01,0.0,25.988213,36,5.5813403
67015140,1800,1800, 36 months,13.1,60.81,C,1 year,RENT,24000.0,Source Verified,2015-12-01,Charged Off,other,23.7,0.0,2008-03-01,7.0,0.0,679,675,1503,48.0,1328.69,2016-09-01,775.0,9.035093,36,-8.727963
17964401,3000,3000, 36 months,18.2,108.82,D,6 years,RENT,60000.0,Not Verified,2014-06-01,Fully Paid,moving,15.28,1.0,2000-02-01,25.0,0.0,679,675,6015,48.0,3929.7407,2017-06-01,0.0,36.008953,36,10.330453
14147628,17500,17500, 60 months,14.1,408.65,C,9 years,RENT,95700.0,Not Verified,2014-04-01,Fully Paid,credit_card,24.28,0.0,1995-04-01,11.0,0.0,709,705,48007,86.0,23023.94,2017-01-01,0.0,33.052013,60,6.3130736
2382063,23800,23800, 60 months,15.0,576.25,C,10+ years,MORTGAGE,90000.0,Verified,2013-01-01,Charged Off,credit_card,12.83,0.0,1998-11-01,9.0,0.0,699,695,8998,67.0,19846.97,2015-07-01,2560.9,29.9308,60,-3.3218732
121746117,7000,7000, 36 months,10.4,227.26,B,3 years,RENT,34000.0,Not Verified,2017-11-01,Fully Paid,debt_consolidation,29.05,0.0,2014-06-01,8.0,0.0,669,665,4691,65.0,7511.498,2018-07-01,0.0,7.950882,36,2.435705
88076918,3600,3600, 36 months,10.4,117.0,B,10+ years,MORTGAGE,43000.0,Source Verified,2016-08-01,Fully Paid,home_improvement,19.15,0.0,2005-03-01,16.0,1.0,694,690,13579,43.0,3939.8186,2018-03-01,0.0,18.957268,36,3.1464686
101352686,20000,20000, 36 months,10.4,649.96,B,6 years,MORTGAGE,85000.0,Not Verified,2017-03-01,Charged Off,debt_consolidation,22.57,0.0,2012-08-01,16.0,0.0,674,670,20152,39.0,8030.97,2018-01-01,2146.32,10.053595,36,-19.948381
658546,8000,8000, 36 months,10.3,259.53,B,6 years,RENT,51996.0,Not Verified,2011-02-01,Fully Paid,debt_consolidation,13.34,0.0,1998-09-01,6.0,0.0,694,690,9202,52.0,8947.124,2012-11-01,0.0,20.99427,36,3.94635
55990412,6600,6600, 36 months,13.9,225.55,C,1 year,RENT,22000.0,Verified,2015-07-01,Fully Paid,credit_card,30.77,0.0,2007-08-01,3.0,1.0,664,660,5854,71.0,8118.0767,2018-09-01,0.0,38.045956,36,7.667054
124777554,12000,12000, 36 months,10.4,389.58,B,10+ years,MORTGAGE,110000.0,Not Verified,2017-11-01,Fully Paid,debt_consolidation,19.38,0.0,1991-03-01,8.0,0.0,709,705,16486,99.0,12168.455,2017-12-01,0.0,0.98564655,36,0.46793073
35186332,32225,32225, 60 months,25.0,961.02,G,3 years,OWN,85000.0,Verified,2014-11-01,Fully Paid,debt_consolidation,22.07,0.0,1986-12-01,17.0,1.0,669,665,4876,16.0,37528.18,2015-08-01,0.0,8.969383,60,3.291345
10574875,7200,7200, 36 months,13.9,246.01,C,10+ years,MORTGAGE,55000.0,Verified,2014-01-01,Fully Paid,debt_consolidation,9.06,5.0,1999-12-01,12.0,2.0,669,665,6838,50.0,8856.315,2017-01-01,0.0,36.008953,36,7.668127
6155776,12000,12000, 36 months,17.5,431.19,D,10+ years,MORTGAGE,144000.0,Source Verified,2013-07-01,Fully Paid,debt_consolidation,14.95,0.0,1998-02-01,20.0,0.0,684,680,41426,85.0,14097.3,2014-09-01,0.0,14.029036,36,5.825833
40463516,16000,16000, 60 months,14.3,374.87,C,2 years,RENT,45000.0,Source Verified,2015-02-01,Charged Off,debt_consolidation,14.33,0.0,1994-11-01,13.0,0.0,679,675,4773,68.0,6734.94,2016-08-01,0.0,17.971622,60,-11.581326
76132249,12000,12000, 60 months,13.6,277.18,C,9 years,RENT,120000.0,Source Verified,2016-03-01,Fully Paid,debt_consolidation,9.93,0.0,1983-03-01,8.0,0.0,674,670,7348,70.0,13998.973,2017-08-01,0.0,17.01883,60,3.331621
69474690,7500,7500, 36 months,9.0,241.31,B,9 years,MORTGAGE,66000.0,Not Verified,2016-01-01,Fully Paid,debt_consolidation,38.96,0.0,1998-11-01,16.0,0.0,744,740,63909,59.0,8624.753,2018-06-01,0.0,28.978008,36,4.998902
40384407,9325,9325, 36 months,14.9,323.21,C,< 1 year,RENT,26000.0,Source Verified,2015-02-01,Fully Paid,debt_consolidation,20.78,1.0,1996-11-01,6.0,0.0,664,660,3848,80.0,9695.12,2015-05-01,0.0,2.9240847,36,1.3230388
44795663,35000,35000, 60 months,12.6,790.82,C,6 years,OWN,268000.0,Verified,2015-04-01,Fully Paid,debt_consolidation,7.01,0.0,2002-03-01,10.0,0.0,744,740,24019,58.0,36640.17,2015-08-01,0.0,4.008296,60,0.93724114
7075354,22750,22750, 60 months,11.5,500.91,B,10+ years,MORTGAGE,52000.0,Verified,2013-09-01,Fully Paid,debt_consolidation,27.0,1.0,1997-10-01,9.0,0.0,719,715,15148,49.0,28350.47,2016-05-01,0.0,31.967802,60,4.9234905
12476021,22800,22800, 60 months,16.5,561.14,D,10+ years,MORTGAGE,140000.0,Source Verified,2015-03-01,Fully Paid,home_improvement,9.97,0.0,1966-09-01,7.0,1.0,689,685,1608,11.0,29662.125,2017-04-01,0.0,25.035421,60,6.019408
10145943,12800,12800, 60 months,18.2,326.78,D,10+ years,MORTGAGE,90000.0,Verified,2014-01-01,Fully Paid,debt_consolidation,14.21,1.0,1994-02-01,8.0,0.0,674,670,6492,66.0,19056.098,2017-09-01,0.0,43.99269,60,9.775152
66410333,10000,10000, 36 months,5.3,301.15,A,,MORTGAGE,50000.0,Verified,2015-12-01,Fully Paid,debt_consolidation,23.36,3.0,1969-05-01,18.0,0.0,724,720,12468,21.0,10832.653,2018-09-01,0.0,33.019157,36,2.7755113
70912117,18000,18000, 36 months,12.9,606.41,C,3 years,MORTGAGE,127000.0,Source Verified,2016-02-01,Fully Paid,debt_consolidation,29.01,0.0,2002-11-01,19.0,0.0,674,670,112732,91.0,21825.654,2019-02-01,0.0,36.008953,36,7.084545
4124868,35000,35000, 36 months,11.1,1148.18,B,5 years,MORTGAGE,80000.0,Verified,2013-04-01,Fully Paid,debt_consolidation,13.98,0.0,1988-05-01,15.0,0.0,764,760,15227,31.0,41334.35,2016-04-01,0.0,36.008953,36,6.032716
74001185,13200,13200, 60 months,9.1,275.04,B,10+ years,MORTGAGE,60000.0,Not Verified,2016-03-01,Charged Off,credit_card,21.5,0.0,1991-03-01,11.0,0.0,669,665,14882,40.0,2743.68,2017-01-01,0.0,10.053595,60,-15.84291
113690881,10000,10000, 36 months,10.4,324.65,B,2 years,MORTGAGE,110000.0,Not Verified,2017-07-01,Fully Paid,debt_consolidation,14.31,1.0,1985-12-01,15.0,0.0,669,665,9458,39.0,10290.655,2018-07-01,0.0,11.992033,36,0.96885085
56047560,12000,12000, 36 months,10.9,392.81,B,5 years,RENT,66000.0,Source Verified,2015-07-01,Fully Paid,credit_card,15.25,0.0,1998-07-01,10.0,0.0,669,665,16439,70.0,13000.877,2017-04-01,0.0,21.027126,36,2.7802136
50428189,20000,20000, 36 months,14.6,689.89,C,< 1 year,MORTGAGE,50000.0,Source Verified,2015-06-01,Fully Paid,debt_consolidation,29.52,0.0,2005-03-01,16.0,0.0,674,670,22925,61.0,24250.615,2017-06-01,0.0,24.01692,36,7.0843587
107970709,8000,8000, 36 months,25.4,320.16,E,10+ years,OWN,29000.0,Not Verified,2017-05-01,Fully Paid,debt_consolidation,25.3,0.0,2006-03-01,13.0,0.0,664,660,8559,35.0,8609.334,2017-08-01,0.0,3.0226493,36,2.5388918
14510241,13500,13500, 60 months,19.4,353.7,D,3 years,RENT,125627.0,Verified,2014-04-01,Charged Off,credit_card,12.89,0.0,1993-10-01,17.0,0.0,664,660,34640,74.0,6720.3,2015-11-01,0.0,19.022978,60,-10.044001
9010991,17400,17400, 36 months,8.0,552.51,A,5 years,MORTGAGE,65000.0,Verified,2013-12-01,Fully Paid,debt_consolidation,16.97,0.0,1979-07-01,10.0,0.0,744,740,37182,57.0,19890.191,2017-01-01,0.0,37.027454,36,4.7704816
70987010,7000,7000, 36 months,14.4,240.82,C,4 years,RENT,32000.0,Source Verified,2016-02-01,Fully Paid,major_purchase,2.7,0.0,2000-11-01,3.0,0.0,684,680,1857,61.0,8681.328,2019-03-01,0.0,36.92889,36,8.006325
34362118,9000,9000, 36 months,11.4,296.53,B,10+ years,MORTGAGE,28632.96,Source Verified,2014-11-01,Fully Paid,debt_consolidation,11.94,0.0,2000-09-01,9.0,0.0,694,690,6146,44.0,10660.665,2017-11-01,0.0,36.008953,36,6.150611
2484905,14825,14825, 36 months,7.6,461.97,A,10+ years,MORTGAGE,134000.0,Verified,2012-12-01,Fully Paid,credit_card,18.22,0.0,1994-02-01,9.0,0.0,729,725,43215,85.0,16349.85,2014-10-01,0.0,21.979918,36,3.4285545
86403684,7200,7200, 36 months,15.5,251.68,C,1 year,RENT,53900.0,Verified,2016-08-01,Charged Off,debt_consolidation,24.76,0.0,2009-08-01,23.0,0.0,674,670,9300,66.0,5545.41,2018-04-01,509.53,19.975769,36,-7.6601386
112020460,5500,5500, 36 months,14.0,188.2,C,9 years,MORTGAGE,36000.0,Verified,2017-07-01,Fully Paid,home_improvement,16.73,0.0,2003-06-01,17.0,0.0,684,680,12016,52.0,5863.192,2018-01-01,0.0,6.0452986,36,2.201163
73421577,16000,16000, 36 months,11.4,527.39,B,6 years,MORTGAGE,59700.0,Verified,2016-03-01,Fully Paid,debt_consolidation,18.05,0.0,2001-10-01,10.0,0.0,674,670,12764,53.0,18877.678,2018-08-01,0.0,29.010862,36,5.9951615
79682955,19350,19350, 36 months,9.1,616.77,B,6 years,OWN,104000.0,Verified,2016-06-01,Fully Paid,debt_consolidation,5.54,0.0,1984-08-01,15.0,0.0,769,765,8852,14.0,20932.094,2017-07-01,0.0,12.977679,36,2.7253983
1398248,35000,35000, 36 months,18.7,1278.55,D,7 years,MORTGAGE,100000.0,Verified,2012-07-01,Charged Off,debt_consolidation,28.3,0.0,1994-05-01,15.0,0.0,694,690,27630,59.0,8187.37,2012-12-01,1799.57,5.0267973,36,-25.535837
54494036,22000,22000, 36 months,16.5,779.45,D,10+ years,RENT,50000.0,Source Verified,2015-07-01,Charged Off,debt_consolidation,30.24,0.0,2004-07-01,9.0,0.0,694,690,11576,68.0,23392.95,2018-01-01,0.0,30.06222,36,2.1105292
10121689,10000,10000, 36 months,10.9,327.34,B,10+ years,MORTGAGE,65000.0,Source Verified,2014-01-01,Fully Paid,debt_consolidation,9.34,0.0,1997-01-01,18.0,1.0,709,705,10817,34.0,11784.232,2017-01-01,0.0,36.008953,36,5.9474416
30646225,4200,4200, 36 months,12.4,140.49,B,,RENT,62000.0,Source Verified,2014-10-01,Fully Paid,debt_consolidation,16.12,0.0,2005-10-01,8.0,0.0,699,695,10075,47.0,5054.5166,2017-11-01,0.0,37.027454,36,6.7818775
3625102,3000,3000, 36 months,17.7,108.12,D,10+ years,MORTGAGE,30000.0,Not Verified,2013-03-01,Charged Off,debt_consolidation,23.6,0.0,2001-11-01,6.0,0.0,664,660,3402,63.0,2900.86,2015-04-01,197.86,25.002567,36,-1.1015544
68499471,6000,6000, 36 months,9.0,193.05,B,7 years,MORTGAGE,80000.0,Verified,2016-01-01,Fully Paid,debt_consolidation,19.73,0.0,2000-04-01,13.0,0.0,729,725,32028,71.0,6052.11,2016-02-01,0.0,1.0185014,36,0.28949922
46426344,30000,30000, 60 months,11.5,660.24,B,3 years,MORTGAGE,103000.0,Verified,2015-04-01,Charged Off,debt_consolidation,20.53,0.0,2003-10-01,14.0,0.0,724,720,59298,35.0,27097.02,2017-12-01,9397.22,32.033512,60,-1.9353204
56390316,18900,18900, 36 months,13.3,639.83,C,10+ years,RENT,45000.0,Not Verified,2015-07-01,Charged Off,debt_consolidation,26.45,0.0,1999-08-01,9.0,0.0,674,670,11222,57.0,7010.14,2016-07-01,0.0,12.024888,36,-20.96977
32479004,14000,14000, 60 months,10.9,304.33,B,10+ years,MORTGAGE,100000.0,Source Verified,2014-10-01,Fully Paid,debt_consolidation,21.65,0.0,2007-06-01,9.0,0.0,709,705,12001,37.0,14628.26,2015-03-01,0.0,4.9610877,60,0.8975139
75447946,9000,9000, 36 months,16.2,317.71,D,10+ years,MORTGAGE,88000.0,Source Verified,2016-03-01,Charged Off,other,30.86,1.0,2004-12-01,12.0,1.0,674,670,8808,66.0,5862.73,2016-11-01,3646.9,8.049447,36,-11.619518
46586366,1750,1750, 36 months,17.8,63.15,D,7 years,RENT,24690.0,Not Verified,2015-05-01,Fully Paid,other,24.94,1.0,2001-11-01,7.0,1.0,664,660,1249,38.0,2044.31,2016-06-01,0.0,13.043389,36,5.6059055
9684852,25000,25000, 36 months,13.9,854.2,C,10+ years,MORTGAGE,110000.0,Verified,2013-12-01,Fully Paid,debt_consolidation,6.04,1.0,1994-02-01,18.0,0.0,714,710,26542,25.0,30198.17,2016-01-01,0.0,25.002567,36,6.9308934
71001113,15000,15000, 36 months,13.6,510.27,C,2 years,MORTGAGE,60000.0,Source Verified,2016-02-01,Fully Paid,debt_consolidation,25.44,2.0,2004-03-01,13.0,0.0,674,670,2824,35.0,18329.959,2019-02-01,0.0,36.008953,36,7.399909
91285488,10000,10000, 36 months,11.4,329.72,B,< 1 year,MORTGAGE,95000.0,Source Verified,2016-10-01,Fully Paid,debt_consolidation,13.44,1.0,1996-05-01,15.0,0.0,664,660,14745,89.0,11726.879,2018-12-01,0.0,25.988213,36,5.756263
28603999,26400,26400, 36 months,8.3,832.04,A,,MORTGAGE,55000.0,Verified,2014-10-01,Fully Paid,debt_consolidation,11.26,1.0,1969-12-01,11.0,0.0,714,710,12175,34.0,29907.443,2017-07-01,0.0,32.986305,36,4.4285903
125244084,6000,6000, 36 months,9.9,193.41,B,4 years,RENT,36000.0,Not Verified,2017-12-01,Fully Paid,credit_card,10.0,1.0,2001-04-01,8.0,0.0,699,695,5181,19.0,6596.421,2019-03-01,0.0,14.948973,36,3.3134494
112120122,36000,36000, 36 months,7.2,1115.04,A,10+ years,MORTGAGE,120000.0,Source Verified,2017-06-01,Fully Paid,debt_consolidation,12.65,0.0,1995-02-01,29.0,0.0,744,740,60699,37.0,38932.957,2018-12-01,0.0,18.004477,36,2.7157009
39290138,14000,14000, 36 months,12.9,471.65,C,10+ years,MORTGAGE,53000.0,Verified,2015-01-01,Fully Paid,debt_consolidation,6.25,0.0,2003-01-01,10.0,0.0,664,660,9819,70.0,14732.23,2016-01-01,0.0,11.992033,36,1.7434059
58713857,12000,12000, 36 months,7.2,371.96,A,10+ years,MORTGAGE,35000.0,Not Verified,2015-09-01,Fully Paid,credit_card,15.71,0.0,1998-06-01,8.0,0.0,684,680,7204,38.0,13385.453,2018-09-01,0.0,36.008953,36,3.8484812
8396526,5000,5000, 36 months,15.6,174.83,C,10+ years,MORTGAGE,50635.0,Not Verified,2013-10-01,Fully Paid,medical,14.62,0.0,1992-01-01,10.0,0.0,764,760,20274,41.0,6293.605,2016-11-01,0.0,37.027454,36,8.624033
17874725,6600,6600, 36 months,12.4,220.77,B,8 years,RENT,87940.0,Source Verified,2014-06-01,Fully Paid,credit_card,14.8,0.0,1994-10-01,14.0,0.0,684,680,28926,59.0,7669.25,2016-02-01,0.0,20.04148,36,5.4002523
21009496,6000,6000, 36 months,11.6,198.35,B,10+ years,RENT,40000.0,Source Verified,2014-07-01,Fully Paid,debt_consolidation,31.74,0.0,1998-11-01,18.0,0.0,739,735,5699,30.0,7092.9824,2016-12-01,0.0,29.043718,36,6.0721245
45314918,35000,35000, 36 months,15.6,1223.77,D,7 years,MORTGAGE,85000.0,Verified,2015-04-01,Fully Paid,credit_card,38.12,0.0,1990-03-01,24.0,0.0,719,715,21836,40.0,43234.12,2017-05-01,0.0,25.002567,36,7.84202
103418121,15000,15000, 36 months,11.4,494.57,B,2 years,RENT,87500.0,Source Verified,2017-03-01,Fully Paid,credit_card,14.24,0.0,2003-05-01,10.0,1.0,669,665,23358,68.0,16761.088,2018-07-01,0.0,16.000328,36,3.913529
12467035,26350,26350, 60 months,18.2,672.71,D,10+ years,MORTGAGE,75000.0,Source Verified,2014-02-01,Fully Paid,debt_consolidation,20.22,0.0,1992-09-01,11.0,0.0,709,705,22454,72.0,39024.043,2018-01-01,0.0,46.982483,60,9.619767
51706494,35000,35000, 36 months,9.1,1115.77,B,10+ years,MORTGAGE,192000.0,Verified,2015-06-01,Fully Paid,debt_consolidation,8.57,0.0,1989-08-01,23.0,0.0,694,690,28150,38.0,38565.86,2016-11-01,0.0,17.051685,36,3.3960564
1794622,12000,12000, 36 months,15.3,417.81,C,< 1 year,RENT,140000.0,Verified,2012-11-01,Fully Paid,debt_consolidation,3.53,0.0,2000-07-01,2.0,0.0,699,695,10968,87.0,15041.067,2015-11-01,0.0,35.976097,36,8.44741
113125219,35000,35000, 36 months,13.5,1189.26,C,10+ years,MORTGAGE,116000.0,Not Verified,2017-07-01,Fully Paid,credit_card,29.83,0.0,2002-04-01,14.0,0.0,674,670,56820,92.0,39085.305,2018-06-01,0.0,11.006386,36,3.8907666
5784196,16000,16000, 60 months,17.7,404.3,D,9 years,MORTGAGE,48000.0,Verified,2013-07-01,Fully Paid,debt_consolidation,12.98,0.0,1996-03-01,12.0,2.0,664,660,6728,80.0,22309.3,2016-04-01,0.0,33.019157,60,7.8866262
10575973,18000,18000, 60 months,16.2,440.03,C,3 years,RENT,55000.0,Verified,2014-01-01,Charged Off,credit_card,25.06,0.0,2000-03-01,20.0,0.0,689,685,25920,41.0,19361.32,2017-09-01,0.0,43.99269,60,1.5125781
120604069,11200,11200, 36 months,9.4,358.46,B,10+ years,MORTGAGE,100000.0,Source Verified,2017-10-01,Fully Paid,debt_consolidation,11.81,0.0,1999-10-01,11.0,1.0,679,675,7164,27.0,11730.581,2018-04-01,0.0,5.979589,36,1.5791104
57296741,7000,7000, 36 months,9.9,225.84,B,8 years,RENT,98500.0,Source Verified,2015-08-01,Fully Paid,debt_consolidation,13.7,1.0,2003-06-01,7.0,0.0,664,660,8132,85.0,7965.8438,2017-06-01,0.0,22.012772,36,4.599256
35883944,1500,1500, 36 months,15.5,52.44,D,1 year,RENT,24000.0,Not Verified,2014-11-01,Fully Paid,moving,24.3,0.0,2010-09-01,7.0,0.0,674,670,2179,64.0,1849.1034,2017-01-01,0.0,26.021069,36,7.757853
68384187,6000,6000, 36 months,12.8,201.82,C,1 year,MORTGAGE,21000.0,Source Verified,2015-12-01,Fully Paid,credit_card,29.14,0.0,1995-02-01,8.0,1.0,664,660,2309,55.0,7055.1245,2017-11-01,0.0,23.031273,36,5.861803
135909098,13000,13000, 36 months,5.3,391.44,A,6 years,MORTGAGE,102996.0,Source Verified,2018-06-01,Fully Paid,debt_consolidation,13.36,0.0,2005-05-01,7.0,0.0,794,790,235,0.0,13158.646,2018-08-01,0.0,2.004148,36,0.40678585
11905795,5000,5000, 36 months,13.6,170.04,C,1 year,OWN,35000.0,Source Verified,2014-02-01,Fully Paid,debt_consolidation,32.96,0.0,2007-09-01,14.0,0.0,759,755,1341,5.0,5321.646,2014-08-01,0.0,5.946734,36,2.1443067
85076772,5000,5000, 36 months,8.5,158.05,A,6 years,OWN,25000.0,Not Verified,2016-07-01,Fully Paid,other,11.04,0.0,1999-09-01,11.0,1.0,679,675,688,4.0,5558.6655,2018-04-01,0.0,20.99427,36,3.7244368
719149,18250,18250, 60 months,12.6,412.27,C,6 years,MORTGAGE,70000.0,Source Verified,2011-04-01,Fully Paid,other,24.1,0.0,1997-08-01,7.0,0.0,719,715,7141,25.0,22186.916,2013-04-01,0.0,24.01692,60,4.314429
87104692,5000,5000, 36 months,12.7,167.97,C,,OWN,17500.0,Verified,2016-08-01,Charged Off,credit_card,34.71,0.0,2006-09-01,8.0,1.0,684,680,9449,47.0,1137.8,2016-12-01,469.47,4.008296,36,-25.748001
127150773,40000,40000, 36 months,9.4,1280.2,B,6 years,MORTGAGE,193000.0,Not Verified,2018-01-01,Fully Paid,credit_card,17.38,0.0,2004-01-01,12.0,0.0,739,735,27666,50.0,41775.324,2018-07-01,0.0,5.946734,36,1.4794369
48275581,28000,28000, 36 months,7.8,876.0,A,5 years,MORTGAGE,79000.0,Source Verified,2015-05-01,Fully Paid,debt_consolidation,9.51,0.0,2001-07-01,17.0,0.0,694,690,40109,53.0,31523.652,2018-05-01,0.0,36.008953,36,4.194824
88036526,21600,21600, 36 months,7.9,676.77,A,10+ years,MORTGAGE,165000.0,Verified,2016-08-01,Fully Paid,debt_consolidation,19.45,0.0,2004-08-01,15.0,0.0,704,700,21340,46.0,22841.664,2017-05-01,0.0,8.969383,36,1.9161483
92597757,15000,15000, 36 months,15.9,527.29,C,10+ years,MORTGAGE,95000.0,Source Verified,2016-11-01,Fully Paid,credit_card,18.39,0.0,1991-12-01,16.0,1.0,669,665,18314,69.0,18541.117,2018-12-01,0.0,24.969711,36,7.869149
15299981,30000,30000, 36 months,18.2,1088.34,D,7 years,RENT,76000.0,Verified,2014-05-01,Fully Paid,debt_consolidation,30.35,0.0,2001-05-01,10.0,0.0,664,660,30253,76.0,34063.33,2015-02-01,0.0,9.067948,36,4.514809
7667851,24000,24000, 36 months,6.0,730.46,A,10+ years,MORTGAGE,100000.0,Verified,2013-10-01,Fully Paid,home_improvement,11.17,0.0,1988-10-01,12.0,0.0,729,725,27426,34.0,26278.44,2016-07-01,0.0,32.986305,36,3.1644993
85981829,25000,25000, 36 months,12.7,839.83,C,1 year,MORTGAGE,80000.0,Source Verified,2016-07-01,Charged Off,debt_consolidation,14.49,0.0,2003-08-01,5.0,0.0,709,705,14870,36.0,8485.48,2017-03-01,2642.2,7.983737,36,-22.019358
123047443,10000,10000, 36 months,12.6,335.12,C,,RENT,48000.0,Not Verified,2017-11-01,Charged Off,credit_card,10.58,0.0,2001-10-01,9.0,0.0,664,660,6704,57.0,2916.38,2018-05-01,919.68,5.946734,36,-23.612066
55048165,6000,6000, 36 months,9.9,193.58,B,10+ years,MORTGAGE,45000.0,Source Verified,2015-07-01,Fully Paid,other,11.23,0.0,2000-04-01,11.0,3.0,704,700,12122,49.0,6959.6104,2018-04-01,0.0,33.019157,36,5.3311687
120211876,30000,30000, 60 months,30.6,982.62,F,9 years,MORTGAGE,145000.0,Source Verified,2017-10-01,Charged Off,debt_consolidation,28.73,0.0,2006-06-01,13.0,0.0,714,710,18636,59.0,10558.19,2018-02-01,6553.91,4.0411506,60,-12.9612055
9236850,25975,25975, 60 months,24.9,762.25,F,2 years,MORTGAGE,106000.0,Source Verified,2013-12-01,Charged Off,home_improvement,7.1,1.0,1999-12-01,6.0,0.0,669,665,12724,91.0,11619.08,2015-02-01,947.58,14.029036,60,-11.053645
5174971,13100,13100, 60 months,13.1,298.81,B,10+ years,MORTGAGE,41000.0,Verified,2013-05-01,Fully Paid,credit_card,24.89,0.0,1985-07-01,12.0,0.0,694,690,23401,80.0,15985.93,2015-04-01,0.0,22.998419,60,4.405999
93426852,8500,8500, 36 months,7.9,266.32,A,5 years,MORTGAGE,60000.0,Source Verified,2016-11-01,Fully Paid,debt_consolidation,11.5,0.0,1996-03-01,9.0,1.0,714,710,3127,37.0,8653.694,2017-01-01,0.0,2.004148,36,0.6027229
3734629,12000,12000, 36 months,14.0,410.66,B,10+ years,MORTGAGE,50000.0,Not Verified,2013-03-01,Fully Paid,home_improvement,2.69,5.0,1994-06-01,5.0,0.0,689,685,3987,51.0,14783.596,2016-03-01,0.0,36.008953,36,7.73221
63517541,11500,11500, 36 months,9.1,366.61,B,10+ years,OWN,60000.0,Source Verified,2015-10-01,Fully Paid,debt_consolidation,15.08,0.0,1993-04-01,10.0,0.0,709,705,8000,41.0,12906.82,2017-08-01,0.0,22.012772,36,4.07774
142097233,30000,30000, 36 months,14.4,1032.2,C,10+ years,RENT,96000.0,Source Verified,2018-10-01,Fully Paid,debt_consolidation,13.59,0.0,2002-06-01,14.0,0.0,759,755,3605,6.0,31494.55,2019-02-01,0.0,4.0411506,36,1.660612
111673597,20000,20000, 60 months,16.0,486.58,C,,RENT,55000.0,Verified,2017-06-01,Charged Off,credit_card,23.46,0.0,2002-09-01,6.0,0.0,714,710,10999,86.0,7334.04,2018-05-01,2486.04,10.973532,60,-12.665959
105161012,12000,12000, 36 months,5.3,361.38,A,10+ years,MORTGAGE,96000.0,Not Verified,2017-04-01,Fully Paid,debt_consolidation,23.78,0.0,1988-09-01,9.0,0.0,829,825,249,0.0,12529.701,2018-03-01,0.0,10.973532,36,1.4713922
96778189,10000,10000, 60 months,18.9,259.36,D,2 years,MORTGAGE,45000.0,Verified,2017-01-01,Charged Off,debt_consolidation,16.69,0.0,2005-01-01,15.0,1.0,669,665,9940,49.0,5299.58,2018-04-01,1130.28,14.948973,60,-9.40084
1249030,10000,10000, 36 months,13.9,341.73,C,7 years,RENT,29000.0,Source Verified,2012-04-01,Fully Paid,credit_card,12.04,0.0,2005-05-01,12.0,0.0,694,690,11542,57.0,11302.489,2013-06-01,0.0,13.996181,36,4.341631
123929462,15000,15000, 36 months,6.0,456.88,A,7 years,MORTGAGE,60000.0,Source Verified,2017-11-01,Fully Paid,credit_card,18.14,0.0,1999-01-01,6.0,1.0,689,685,14827,74.0,15482.413,2018-06-01,0.0,6.965235,36,1.072029
17243490,10000,10000, 36 months,8.3,315.17,A,10+ years,RENT,53000.0,Source Verified,2014-05-01,Fully Paid,credit_card,13.99,0.0,2008-09-01,7.0,0.0,684,680,10284,60.0,10269.33,2014-10-01,0.0,5.0267973,36,0.8977668
126279853,3500,3500, 36 months,14.0,119.76,C,7 years,MORTGAGE,46000.0,Source Verified,2017-12-01,Fully Paid,other,14.71,0.0,2004-04-01,8.0,1.0,669,665,22722,54.0,3787.8672,2018-08-01,0.0,7.983737,36,2.7415924
3057467,18000,18000, 60 months,16.2,440.51,C,10+ years,MORTGAGE,80000.0,Verified,2013-01-01,Fully Paid,home_improvement,2.63,0.0,2002-04-01,8.0,0.0,679,675,4713,54.0,23185.39,2015-03-01,0.0,25.922504,60,5.761545
2044768,7750,7750, 36 months,6.0,235.88,A,6 years,RENT,57200.0,Not Verified,2012-11-01,Fully Paid,debt_consolidation,22.01,0.0,1985-04-01,14.0,0.0,784,780,4667,10.0,8491.498,2015-11-01,0.0,35.976097,36,3.1892388
41299510,20000,20000, 36 months,8.1,628.39,B,10+ years,MORTGAGE,80000.0,Source Verified,2015-02-01,Fully Paid,debt_consolidation,22.25,0.0,1996-12-01,12.0,0.0,664,660,19658,63.0,22603.836,2018-03-01,0.0,36.92889,36,4.339727
119307206,15000,15000, 36 months,7.3,465.57,A,4 years,MORTGAGE,105000.0,Not Verified,2017-09-01,Fully Paid,debt_consolidation,26.24,0.0,2001-12-01,23.0,0.0,739,735,33965,59.0,16212.573,2019-01-01,0.0,16.000328,36,2.6946073
92991686,24000,24000, 60 months,21.4,655.92,D,10+ years,RENT,110000.0,Verified,2016-11-01,Charged Off,debt_consolidation,23.76,0.0,2005-09-01,21.0,1.0,674,670,8853,53.0,8049.66,2017-09-01,1562.09,9.9878845,60,-13.29195
